protein1 protein2 combined_score
208964.PA4263 208964.PA3227 213
208964.PA3227 208964.PA4265 380
208964.PA4265 208964.PA3227 380
208964.PA3227 208964.PA4266 487
208964.PA4266 208964.PA3227 487
208964.PA3227 208964.PA4267 186
208964.PA4267 208964.PA3227 186
208964.PA3227 208964.PA4268 153
208964.PA4268 208964.PA3227 153
208964.PA3227 208964.PA4269 644
208964.PA4269 208964.PA3227 644
208964.PA3227 208964.PA4270 585
208964.PA4270 208964.PA3227 585
208964.PA3227 208964.PA4272 186
208964.PA4272 208964.PA3227 186
208964.PA3227 208964.PA4274 221
208964.PA4274 208964.PA3227 221
208964.PA3227 208964.PA4277 380
208964.PA4277 208964.PA3227 380
208964.PA3227 208964.PA4331 163
208964.PA4331 208964.PA3227 163
208964.PA3227 208964.PA4366 159
208964.PA4366 208964.PA3227 159
208964.PA3227 208964.PA4385 919
208964.PA4385 208964.PA3227 919
208964.PA3227 208964.PA4386 198
208964.PA4386 208964.PA3227 198
208964.PA3227 208964.PA4430 307
208964.PA4430 208964.PA3227 307
208964.PA3227 208964.PA4433 213
208964.PA4433 208964.PA3227 213
208964.PA3227 208964.PA4468 159
208964.PA4468 208964.PA3227 159
208964.PA3227 208964.PA4489 490
208964.PA4489 208964.PA3227 490
208964.PA3227 208964.PA4513 246
208964.PA4513 208964.PA3227 246
208964.PA3227 208964.PA4568 223
208964.PA4568 208964.PA3227 223
208964.PA3227 208964.PA4572 334
208964.PA4572 208964.PA3227 334
208964.PA3227 208964.PA4612 351
208964.PA4612 208964.PA3227 351
208964.PA3227 208964.PA4673 374
208964.PA4673 208964.PA3227 374
208964.PA3227 208964.PA4748 165
208964.PA4748 208964.PA3227 165
208964.PA3227 208964.PA4751 704
208964.PA4751 208964.PA3227 704
208964.PA3227 208964.PA4760 448
208964.PA4760 208964.PA3227 448
208964.PA3227 208964.PA4761 404
208964.PA4761 208964.PA3227 404
208964.PA3227 208964.PA4795 168
208964.PA4795 208964.PA3227 168
208964.PA3227 208964.PA4854 179
208964.PA4854 208964.PA3227 179
208964.PA3227 208964.PA4873 404
208964.PA4873 208964.PA3227 404
208964.PA3227 208964.PA4920 181
208964.PA4920 208964.PA3227 181
208964.PA3227 208964.PA4936 216
208964.PA4936 208964.PA3227 216
208964.PA3227 208964.PA5018 192
208964.PA5018 208964.PA3227 192
208964.PA3227 208964.PA5236 163
208964.PA5236 208964.PA3227 163
208964.PA3227 208964.PA5254 334
208964.PA5254 208964.PA3227 334
208964.PA3227 208964.PA5286 193
208964.PA5286 208964.PA3227 193
208964.PA3227 208964.PA5337 588
208964.PA5337 208964.PA3227 588
208964.PA3227 208964.PA5492 223
208964.PA5492 208964.PA3227 223
208964.PA3227 208964.PA5493 541
208964.PA5493 208964.PA3227 541
208964.PA3227 208964.PA5557 646
208964.PA5557 208964.PA3227 646
208964.PA3228 208964.PA3254 402
208964.PA3254 208964.PA3228 402
208964.PA3228 208964.PA3383 402
208964.PA3383 208964.PA3228 402
208964.PA3228 208964.PA3471 224
208964.PA3471 208964.PA3228 224
208964.PA3228 208964.PA3608 187
208964.PA3608 208964.PA3228 187
208964.PA3228 208964.PA3609 187
208964.PA3609 208964.PA3228 187
208964.PA3228 208964.PA3807 356
208964.PA3807 208964.PA3228 356
208964.PA3228 208964.PA3827 705
208964.PA3827 208964.PA3228 705
208964.PA3228 208964.PA3828 705
208964.PA3828 208964.PA3228 705
208964.PA3228 208964.PA3931 705
208964.PA3931 208964.PA3228 705
208964.PA3228 208964.PA3938 402
208964.PA3938 208964.PA3228 402
208964.PA3228 208964.PA4193 402
208964.PA4193 208964.PA3228 402
208964.PA3228 208964.PA4455 402
208964.PA4455 208964.PA3228 402
208964.PA3228 208964.PA4461 705
208964.PA4461 208964.PA3228 705
208964.PA3228 208964.PA4655 327
208964.PA4655 208964.PA3228 327
208964.PA3228 208964.PA4677 302
208964.PA4677 208964.PA3228 302
208964.PA3228 208964.PA4772 232
208964.PA4772 208964.PA3228 232
208964.PA3228 208964.PA4825 227
208964.PA4825 208964.PA3228 227
208964.PA3228 208964.PA5046 224
208964.PA5046 208964.PA3228 224
208964.PA3228 208964.PA5075 402
208964.PA5075 208964.PA3228 402
208964.PA3228 208964.PA5094 640
208964.PA5094 208964.PA3228 640
208964.PA3228 208964.PA5095 640
208964.PA5095 208964.PA3228 640
208964.PA3228 208964.PA5155 402
208964.PA5155 208964.PA3228 402
208964.PA3228 208964.PA5230 402
208964.PA5230 208964.PA3228 402
208964.PA3228 208964.PA5231 402
208964.PA5231 208964.PA3228 402
208964.PA3228 208964.PA5500 317
208964.PA5500 208964.PA3228 317
208964.PA3228 208964.PA5503 444
208964.PA5503 208964.PA3228 444
208964.PA3228 208964.PA5504 705
208964.PA5504 208964.PA3228 705
208964.PA3228 208964.PA5554 248
208964.PA5554 208964.PA3228 248
208964.PA3232 208964.PA3344 460
208964.PA3344 208964.PA3232 460
208964.PA3232 208964.PA3810 257
208964.PA3810 208964.PA3232 257
208964.PA3232 208964.PA4234 458
208964.PA4234 208964.PA3232 458
208964.PA3232 208964.PA4761 257
208964.PA4761 208964.PA3232 257
208964.PA3232 208964.PA4873 257
208964.PA4873 208964.PA3232 257
208964.PA3232 208964.PA4967 341
208964.PA4967 208964.PA3232 341
208964.PA3232 208964.PA5569 464
208964.PA5569 208964.PA3232 464
208964.PA3233 208964.PA3236 402
208964.PA3236 208964.PA3233 402
208964.PA3233 208964.PA3602 467
208964.PA3602 208964.PA3233 467
208964.PA3233 208964.PA3716 402
208964.PA3716 208964.PA3233 402
208964.PA3233 208964.PA3888 549
208964.PA3888 208964.PA3233 549
208964.PA3233 208964.PA3889 743
208964.PA3889 208964.PA3233 743
208964.PA3233 208964.PA3890 549
208964.PA3890 208964.PA3233 549
208964.PA3233 208964.PA4344 462
208964.PA4344 208964.PA3233 462
208964.PA3233 208964.PA5035 480
208964.PA5035 208964.PA3233 480
208964.PA3233 208964.PA5036 721
208964.PA5036 208964.PA3233 721
208964.PA3233 208964.PA5096 402
208964.PA5096 208964.PA3233 402
208964.PA3233 208964.PA5103 402
208964.PA5103 208964.PA3233 402
208964.PA3233 208964.PA5378 402
208964.PA5378 208964.PA3233 402
208964.PA3233 208964.PA5388 402
208964.PA5388 208964.PA3233 402
208964.PA3234 208964.PA3235 629
208964.PA3235 208964.PA3234 629
208964.PA3234 208964.PA4031 189
208964.PA4031 208964.PA3234 189
208964.PA3236 208964.PA3400 368
208964.PA3400 208964.PA3236 368
208964.PA3236 208964.PA3888 400
208964.PA3888 208964.PA3236 400
208964.PA3236 208964.PA3889 461
208964.PA3889 208964.PA3236 461
208964.PA3236 208964.PA3890 400
208964.PA3890 208964.PA3236 400
208964.PA3236 208964.PA3891 461
208964.PA3891 208964.PA3236 461
208964.PA3236 208964.PA5094 605
208964.PA5094 208964.PA3236 605
208964.PA3236 208964.PA5095 797
208964.PA5095 208964.PA3236 797
208964.PA3236 208964.PA5376 825
208964.PA5376 208964.PA3236 825
208964.PA3236 208964.PA5377 927
208964.PA5377 208964.PA3236 927
208964.PA3239 208964.PA3929 162
208964.PA3929 208964.PA3239 162
208964.PA3241 208964.PA3287 195
208964.PA3287 208964.PA3241 195
208964.PA3241 208964.PA3319 299
208964.PA3319 208964.PA3241 299
208964.PA3241 208964.PA3584 299
208964.PA3584 208964.PA3241 299
208964.PA3241 208964.PA3651 408
208964.PA3651 208964.PA3241 408
208964.PA3241 208964.PA3673 292
208964.PA3673 208964.PA3241 292
208964.PA3241 208964.PA3781 195
208964.PA3781 208964.PA3241 195
208964.PA3241 208964.PA3859 408
208964.PA3859 208964.PA3241 408
208964.PA3241 208964.PA4011 217
208964.PA4011 208964.PA3241 217
208964.PA3241 208964.PA4078 341
208964.PA4078 208964.PA3241 341
208964.PA3241 208964.PA4283 344
208964.PA4283 208964.PA3241 344
208964.PA3241 208964.PA4412 401
208964.PA4412 208964.PA3241 401
208964.PA3241 208964.PA4612 195
208964.PA4612 208964.PA3241 195
208964.PA3241 208964.PA4636 292
208964.PA4636 208964.PA3241 292
208964.PA3241 208964.PA4704 190
208964.PA4704 208964.PA3241 190
208964.PA3241 208964.PA4813 256
208964.PA4813 208964.PA3241 256
208964.PA3241 208964.PA4957 408
208964.PA4957 208964.PA3241 408
208964.PA3241 208964.PA5169 195
208964.PA5169 208964.PA3241 195
208964.PA3241 208964.PA5194 217
208964.PA5194 208964.PA3241 217
208964.PA3242 208964.PA3562 172
208964.PA3562 208964.PA3242 172
208964.PA3242 208964.PA3760 172
208964.PA3760 208964.PA3242 172
208964.PA3242 208964.PA4257 188
208964.PA4257 208964.PA3242 188
208964.PA3242 208964.PA4432 189
208964.PA4432 208964.PA3242 189
208964.PA3242 208964.PA4988 820
208964.PA4988 208964.PA3242 820
208964.PA3242 208964.PA5054 193
208964.PA5054 208964.PA3242 193
208964.PA3243 208964.PA3244 898
208964.PA3244 208964.PA3243 898
208964.PA3243 208964.PA3827 199
208964.PA3827 208964.PA3243 199
208964.PA3243 208964.PA4239 193
208964.PA4239 208964.PA3243 193
208964.PA3243 208964.PA4251 194
208964.PA4251 208964.PA3243 194
208964.PA3243 208964.PA4257 193
208964.PA4257 208964.PA3243 193
208964.PA3243 208964.PA4407 999
208964.PA4407 208964.PA3243 999
208964.PA3243 208964.PA4408 638
208964.PA4408 208964.PA3243 638
208964.PA3243 208964.PA4434 204
208964.PA4434 208964.PA3243 204
208964.PA3243 208964.PA4446 469
208964.PA4446 208964.PA3243 469
208964.PA3243 208964.PA5019 198
208964.PA5019 208964.PA3243 198
208964.PA3243 208964.PA5214 174
208964.PA5214 208964.PA3243 174
208964.PA3243 208964.PA5247 362
208964.PA5247 208964.PA3243 362
208964.PA3243 208964.PA5562 277
208964.PA5562 208964.PA3243 277
208964.PA3244 208964.PA3245 947
208964.PA3245 208964.PA3244 947
208964.PA3244 208964.PA3481 193
208964.PA3481 208964.PA3244 193
208964.PA3244 208964.PA3563 171
208964.PA3563 208964.PA3244 171
208964.PA3244 208964.PA4403 207
208964.PA4403 208964.PA3244 207
208964.PA3244 208964.PA4407 373
208964.PA4407 208964.PA3244 373
208964.PA3244 208964.PA4481 214
208964.PA4481 208964.PA3244 214
208964.PA3244 208964.PA4647 188
208964.PA4647 208964.PA3244 188
208964.PA3244 208964.PA5358 237
208964.PA5358 208964.PA3244 237
208964.PA3244 208964.PA5562 400
208964.PA5562 208964.PA3244 400
208964.PA3245 208964.PA5275 208
208964.PA5275 208964.PA3245 208
208964.PA3246 208964.PA3480 241
208964.PA3480 208964.PA3246 241
208964.PA3246 208964.PA3626 157
208964.PA3626 208964.PA3246 157
208964.PA3246 208964.PA4281 207
208964.PA4281 208964.PA3246 207
208964.PA3246 208964.PA4568 156
208964.PA4568 208964.PA3246 156
208964.PA3246 208964.PA4742 661
208964.PA4742 208964.PA3246 661
208964.PA3246 208964.PA4759 241
208964.PA4759 208964.PA3246 241
208964.PA3246 208964.PA4936 155
208964.PA4936 208964.PA3246 155
208964.PA3246 208964.PA4937 185
208964.PA4937 208964.PA3246 185
208964.PA3246 208964.PA5117 245
208964.PA5117 208964.PA3246 245
208964.PA3246 208964.PA5492 157
208964.PA5492 208964.PA3246 157
208964.PA3246 208964.PA5516 231
208964.PA5516 208964.PA3246 231
208964.PA3247 208964.PA3323 160
208964.PA3323 208964.PA3247 160
208964.PA3247 208964.PA3344 167
208964.PA3344 208964.PA3247 167
208964.PA3247 208964.PA3628 431
208964.PA3628 208964.PA3247 431
208964.PA3247 208964.PA3635 409
208964.PA3635 208964.PA3247 409
208964.PA3247 208964.PA3831 423
208964.PA3831 208964.PA3247 423
208964.PA3247 208964.PA4167 199
208964.PA4167 208964.PA3247 199
208964.PA3247 208964.PA4498 160
208964.PA4498 208964.PA3247 160
208964.PA3247 208964.PA4748 192
208964.PA4748 208964.PA3247 192
208964.PA3247 208964.PA4749 211
208964.PA4749 208964.PA3247 211
208964.PA3247 208964.PA4938 432
208964.PA4938 208964.PA3247 432
208964.PA3247 208964.PA5018 409
208964.PA5018 208964.PA3247 409
208964.PA3247 208964.PA5186 168
208964.PA5186 208964.PA3247 168
208964.PA3247 208964.PA5224 160
208964.PA5224 208964.PA3247 160
208964.PA3247 208964.PA5322 211
208964.PA5322 208964.PA3247 211
208964.PA3247 208964.PA5336 228
208964.PA5336 208964.PA3247 228
208964.PA3247 208964.PA5554 164
208964.PA5554 208964.PA3247 164
208964.PA3248 208964.PA4484 430
208964.PA4484 208964.PA3248 430
208964.PA3249 208964.PA3561 443
208964.PA3561 208964.PA3249 443
208964.PA3249 208964.PA3760 408
208964.PA3760 208964.PA3249 408
208964.PA3250 208964.PA3252 923
208964.PA3252 208964.PA3250 923
208964.PA3250 208964.PA3253 923
208964.PA3253 208964.PA3250 923
208964.PA3250 208964.PA3254 356
208964.PA3254 208964.PA3250 356
208964.PA3250 208964.PA3538 356
208964.PA3538 208964.PA3250 356
208964.PA3250 208964.PA3607 356
208964.PA3607 208964.PA3250 356
208964.PA3250 208964.PA4045 395
208964.PA4045 208964.PA3250 395
208964.PA3250 208964.PA4158 458
208964.PA4158 208964.PA3250 458
208964.PA3250 208964.PA4504 464
208964.PA4504 208964.PA3250 464
208964.PA3250 208964.PA4505 478
208964.PA4505 208964.PA3250 478
208964.PA3250 208964.PA5262 196
208964.PA5262 208964.PA3250 196
208964.PA3251 208964.PA3296 714
208964.PA3296 208964.PA3251 714
208964.PA3251 208964.PA3302 320
208964.PA3302 208964.PA3251 320
208964.PA3251 208964.PA3438 395
208964.PA3438 208964.PA3251 395
208964.PA3251 208964.PA3625 667
208964.PA3625 208964.PA3251 667
208964.PA3251 208964.PA3637 501
208964.PA3637 208964.PA3251 501
208964.PA3251 208964.PA3686 603
208964.PA3686 208964.PA3251 603
208964.PA3251 208964.PA3736 296
208964.PA3736 208964.PA3251 296
208964.PA3251 208964.PA3739 406
208964.PA3739 208964.PA3251 406
208964.PA3251 208964.PA3774 391
208964.PA3774 208964.PA3251 391
208964.PA3251 208964.PA3807 905
208964.PA3807 208964.PA3251 905
208964.PA3251 208964.PA3868 267
208964.PA3868 208964.PA3251 267
208964.PA3251 208964.PA4011 408
208964.PA4011 208964.PA3251 408
208964.PA3251 208964.PA4015 320
208964.PA4015 208964.PA3251 320
208964.PA3251 208964.PA4047 390
208964.PA4047 208964.PA3251 390
208964.PA3251 208964.PA4054 390
208964.PA4054 208964.PA3251 390
208964.PA3251 208964.PA4149 591
208964.PA4149 208964.PA3251 591
208964.PA3251 208964.PA4251 163
208964.PA4251 208964.PA3251 163
208964.PA3251 208964.PA4264 535
208964.PA4264 208964.PA3251 535
208964.PA3251 208964.PA4329 603
208964.PA4329 208964.PA3251 603
208964.PA3251 208964.PA4429 643
208964.PA4429 208964.PA3251 643
208964.PA3251 208964.PA4561 639
208964.PA4561 208964.PA3251 639
208964.PA3251 208964.PA4666 200
208964.PA4666 208964.PA3251 200
208964.PA3251 208964.PA4749 463
208964.PA4749 208964.PA3251 463
208964.PA3251 208964.PA4774 391
208964.PA4774 208964.PA3251 391
208964.PA3251 208964.PA4788 320
208964.PA4788 208964.PA3251 320
208964.PA3251 208964.PA4799 603
208964.PA4799 208964.PA3251 603
208964.PA3251 208964.PA4961 603
208964.PA4961 208964.PA3251 603
208964.PA3251 208964.PA4969 739
208964.PA4969 208964.PA3251 739
208964.PA3251 208964.PA5177 270
208964.PA5177 208964.PA3251 270
208964.PA3251 208964.PA5194 408
208964.PA5194 208964.PA3251 408
208964.PA3251 208964.PA5281 410
208964.PA5281 208964.PA3251 410
208964.PA3251 208964.PA5298 498
208964.PA5298 208964.PA3251 498
208964.PA3251 208964.PA5320 681
208964.PA5320 208964.PA3251 681
208964.PA3251 208964.PA5322 463
208964.PA5322 208964.PA3251 463
208964.PA3251 208964.PA5334 643
208964.PA5334 208964.PA3251 643
208964.PA3251 208964.PA5338 296
208964.PA5338 208964.PA3251 296
208964.PA3251 208964.PA5518 406
208964.PA5518 208964.PA3251 406
208964.PA3252 208964.PA3253 959
208964.PA3253 208964.PA3252 959
208964.PA3252 208964.PA3254 960
208964.PA3254 208964.PA3252 960
208964.PA3252 208964.PA3538 356
208964.PA3538 208964.PA3252 356
208964.PA3252 208964.PA3607 356
208964.PA3607 208964.PA3252 356
208964.PA3253 208964.PA3254 976
208964.PA3254 208964.PA3253 976
208964.PA3253 208964.PA3538 424
208964.PA3538 208964.PA3253 424
208964.PA3253 208964.PA3607 424
208964.PA3607 208964.PA3253 424
208964.PA3253 208964.PA3653 269
208964.PA3653 208964.PA3253 269
208964.PA3254 208964.PA3314 214
208964.PA3314 208964.PA3254 214
208964.PA3254 208964.PA3375 410
208964.PA3375 208964.PA3254 410
208964.PA3254 208964.PA3383 838
208964.PA3383 208964.PA3254 838
208964.PA3254 208964.PA3384 214
208964.PA3384 208964.PA3254 214
208964.PA3254 208964.PA3538 502
208964.PA3538 208964.PA3254 502
208964.PA3254 208964.PA3607 502
208964.PA3607 208964.PA3254 502
208964.PA3254 208964.PA3608 681
208964.PA3608 208964.PA3254 681
208964.PA3254 208964.PA3609 372
208964.PA3609 208964.PA3254 372
208964.PA3254 208964.PA3610 394
208964.PA3610 208964.PA3254 394
208964.PA3254 208964.PA3827 838
208964.PA3827 208964.PA3254 838
208964.PA3254 208964.PA3828 845
208964.PA3828 208964.PA3254 845
208964.PA3254 208964.PA3837 311
208964.PA3837 208964.PA3254 311
208964.PA3254 208964.PA3931 838
208964.PA3931 208964.PA3254 838
208964.PA3254 208964.PA3938 838
208964.PA3938 208964.PA3254 838
208964.PA3254 208964.PA4193 838
208964.PA4193 208964.PA3254 838
208964.PA3254 208964.PA4223 402
208964.PA4223 208964.PA3254 402
208964.PA3254 208964.PA4265 180
208964.PA4265 208964.PA3254 180
208964.PA3254 208964.PA4277 180
208964.PA4277 208964.PA3254 180
208964.PA3254 208964.PA4442 458
208964.PA4442 208964.PA3254 458
208964.PA3254 208964.PA4443 386
208964.PA4443 208964.PA3254 386
208964.PA3254 208964.PA4455 845
208964.PA4455 208964.PA3254 845
208964.PA3254 208964.PA4461 845
208964.PA4461 208964.PA3254 845
208964.PA3254 208964.PA4496 335
208964.PA4496 208964.PA3254 335
208964.PA3254 208964.PA4497 335
208964.PA4497 208964.PA3254 335
208964.PA3254 208964.PA4500 335
208964.PA4500 208964.PA3254 335
208964.PA3254 208964.PA4502 335
208964.PA4502 208964.PA3254 335
208964.PA3254 208964.PA4504 404
208964.PA4504 208964.PA3254 404
208964.PA3254 208964.PA4997 402
208964.PA4997 208964.PA3254 402
208964.PA3254 208964.PA5075 845
208964.PA5075 208964.PA3254 845
208964.PA3254 208964.PA5094 838
208964.PA5094 208964.PA3254 838
208964.PA3254 208964.PA5095 838
208964.PA5095 208964.PA3254 838
208964.PA3254 208964.PA5155 845
208964.PA5155 208964.PA3254 845
208964.PA3254 208964.PA5203 208
208964.PA5203 208964.PA3254 208
208964.PA3254 208964.PA5216 674
208964.PA5216 208964.PA3254 674
208964.PA3254 208964.PA5230 838
208964.PA5230 208964.PA3254 838
208964.PA3254 208964.PA5231 838
208964.PA5231 208964.PA3254 838
208964.PA3254 208964.PA5317 335
208964.PA5317 208964.PA3254 335
208964.PA3254 208964.PA5377 192
208964.PA5377 208964.PA3254 192
208964.PA3254 208964.PA5451 347
208964.PA5451 208964.PA3254 347
208964.PA3254 208964.PA5500 779
208964.PA5500 208964.PA3254 779
208964.PA3254 208964.PA5501 659
208964.PA5501 208964.PA3254 659
208964.PA3254 208964.PA5503 659
208964.PA5503 208964.PA3254 659
208964.PA3254 208964.PA5504 838
208964.PA5504 208964.PA3254 838
208964.PA3255 208964.PA3770 403
208964.PA3770 208964.PA3255 403
208964.PA3256 208964.PA3997 234
208964.PA3997 208964.PA3256 234
208964.PA3257 208964.PA3700 168
208964.PA3700 208964.PA3257 168
208964.PA3257 208964.PA5240 219
208964.PA5240 208964.PA3257 219
208964.PA3258 208964.PA3617 264
208964.PA3617 208964.PA3258 264
208964.PA3258 208964.PA3625 458
208964.PA3625 208964.PA3258 458
208964.PA3258 208964.PA3769 461
208964.PA3769 208964.PA3258 461
208964.PA3258 208964.PA3889 404
208964.PA3889 208964.PA3258 404
208964.PA3258 208964.PA3891 461
208964.PA3891 208964.PA3258 461
208964.PA3258 208964.PA3909 423
208964.PA3909 208964.PA3258 423
208964.PA3258 208964.PA5094 398
208964.PA5094 208964.PA3258 398
208964.PA3258 208964.PA5095 526
208964.PA5095 208964.PA3258 526
208964.PA3258 208964.PA5281 395
208964.PA5281 208964.PA3258 395
208964.PA3258 208964.PA5376 398
208964.PA5376 208964.PA3258 398
208964.PA3258 208964.PA5377 526
208964.PA5377 208964.PA3258 526
208964.PA3258 208964.PA5553 461
208964.PA5553 208964.PA3258 461
208964.PA3258 208964.PA5554 461
208964.PA5554 208964.PA3258 461
208964.PA3258 208964.PA5555 461
208964.PA5555 208964.PA3258 461
208964.PA3258 208964.PA5556 461
208964.PA5556 208964.PA3258 461
208964.PA3258 208964.PA5557 461
208964.PA5557 208964.PA3258 461
208964.PA3258 208964.PA5558 461
208964.PA5558 208964.PA3258 461
208964.PA3258 208964.PA5560 461
208964.PA5560 208964.PA3258 461
208964.PA3259 208964.PA4243 310
208964.PA4243 208964.PA3259 310
208964.PA3261 208964.PA4192 348
208964.PA4192 208964.PA3261 348
208964.PA3261 208964.PA5074 348
208964.PA5074 208964.PA3261 348
208964.PA3262 208964.PA3635 323
208964.PA3635 208964.PA3262 323
208964.PA3262 208964.PA3774 172
208964.PA3774 208964.PA3262 172
208964.PA3262 208964.PA3810 306
208964.PA3810 208964.PA3262 306
208964.PA3262 208964.PA4042 152
208964.PA4042 208964.PA3262 152
208964.PA3262 208964.PA4158 169
208964.PA4158 208964.PA3262 169
208964.PA3262 208964.PA4385 271
208964.PA4385 208964.PA3262 271
208964.PA3262 208964.PA4431 344
208964.PA4431 208964.PA3262 344
208964.PA3262 208964.PA4446 159
208964.PA4446 208964.PA3262 159
208964.PA3262 208964.PA4512 288
208964.PA4512 208964.PA3262 288
208964.PA3262 208964.PA4589 157
208964.PA4589 208964.PA3262 157
208964.PA3262 208964.PA4602 177
208964.PA4602 208964.PA3262 177
208964.PA3262 208964.PA4761 306
208964.PA4761 208964.PA3262 306
208964.PA3262 208964.PA4873 306
208964.PA4873 208964.PA3262 306
208964.PA3262 208964.PA5240 182
208964.PA5240 208964.PA3262 182
208964.PA3262 208964.PA5415 177
208964.PA5415 208964.PA3262 177
208964.PA3263 208964.PA3616 912
