protein1 protein2 experimental database textmining combined_score
1028307.EAE_04940 1028307.EAE_04275 737 629 0 898
1028307.EAE_04940 1028307.EAE_14435 590 863 0 941
1028307.EAE_04940 1028307.EAE_06380 996 260 0 996
1028307.EAE_04940 1028307.EAE_00930 620 795 0 918
1028307.EAE_04940 1028307.EAE_03805 161 0 0 161
1028307.EAE_04940 1028307.EAE_24120 991 0 0 991
1028307.EAE_04940 1028307.EAE_04850 993 515 0 996
1028307.EAE_04940 1028307.EAE_04920 991 876 0 998
1028307.EAE_04940 1028307.EAE_04810 289 0 0 288
1028307.EAE_04940 1028307.EAE_01965 355 0 0 355
1028307.EAE_04940 1028307.EAE_11640 996 512 0 997
1028307.EAE_04940 1028307.EAE_11275 289 0 0 288
1028307.EAE_04940 1028307.EAE_04785 289 0 0 288
1028307.EAE_04940 1028307.EAE_04825 997 871 0 999
1028307.EAE_04940 1028307.EAE_10625 250 605 0 691
1028307.EAE_04940 1028307.EAE_08470 164 0 0 163
1028307.EAE_04940 1028307.EAE_04280 381 0 0 381
1028307.EAE_04940 1028307.EAE_12760 164 0 0 163
1028307.EAE_04940 1028307.EAE_01095 991 871 0 998
1028307.EAE_04940 1028307.EAE_00320 288 557 0 671
1028307.EAE_04940 1028307.EAE_22545 229 0 0 228
1028307.EAE_04940 1028307.EAE_09200 390 0 0 390
1028307.EAE_04940 1028307.EAE_15155 289 0 0 288
1028307.EAE_04940 1028307.EAE_11760 474 523 0 738
1028307.EAE_04940 1028307.EAE_15330 289 0 0 288
1028307.EAE_04940 1028307.EAE_08770 102 0 131 186
1028307.EAE_04940 1028307.EAE_04910 996 122 0 996
1028307.EAE_04940 1028307.EAE_19750 250 605 0 691
1028307.EAE_04940 1028307.EAE_04350 289 0 0 288
1028307.EAE_04940 1028307.EAE_04895 991 876 0 998
1028307.EAE_04940 1028307.EAE_05050 250 605 0 691
1028307.EAE_04940 1028307.EAE_03295 198 0 0 198
1028307.EAE_04940 1028307.EAE_22700 106 553 0 583
1028307.EAE_04940 1028307.EAE_04870 996 229 0 996
1028307.EAE_04940 1028307.EAE_19350 78 0 175 206
1028307.EAE_04940 1028307.EAE_01110 993 122 0 993
1028307.EAE_04940 1028307.EAE_04960 996 417 0 997
1028307.EAE_04940 1028307.EAE_07780 170 290 0 385
1028307.EAE_04940 1028307.EAE_01025 78 0 175 206
1028307.EAE_04940 1028307.EAE_06085 250 605 0 691
1028307.EAE_04940 1028307.EAE_02965 256 0 0 256
1028307.EAE_04940 1028307.EAE_04995 996 836 0 999
1028307.EAE_04940 1028307.EAE_04450 842 0 0 842
1028307.EAE_04940 1028307.EAE_12635 197 0 0 197
1028307.EAE_04940 1028307.EAE_20675 198 0 0 198
1028307.EAE_04940 1028307.EAE_05225 287 0 0 286
1028307.EAE_04940 1028307.EAE_20485 281 0 0 281
1028307.EAE_04940 1028307.EAE_11300 289 0 0 288
1028307.EAE_04945 1028307.EAE_07780 168 432 0 507
1028307.EAE_04945 1028307.EAE_08105 992 876 0 998
1028307.EAE_04945 1028307.EAE_06085 257 460 0 581
1028307.EAE_04945 1028307.EAE_14000 288 261 91 479
1028307.EAE_04945 1028307.EAE_04955 991 876 0 998
1028307.EAE_04945 1028307.EAE_04960 991 444 0 994
1028307.EAE_04945 1028307.EAE_17165 289 0 0 288
1028307.EAE_04945 1028307.EAE_01110 991 0 0 991
1028307.EAE_04945 1028307.EAE_04900 992 876 365 999
1028307.EAE_04945 1028307.EAE_04870 994 417 0 996
1028307.EAE_04945 1028307.EAE_05050 257 460 0 581
1028307.EAE_04945 1028307.EAE_07585 991 0 0 991
1028307.EAE_04945 1028307.EAE_22700 250 629 0 709
1028307.EAE_04945 1028307.EAE_14690 257 460 0 581
1028307.EAE_04945 1028307.EAE_01045 842 0 0 842
1028307.EAE_04945 1028307.EAE_05225 287 0 0 286
1028307.EAE_04945 1028307.EAE_11300 289 0 0 288
1028307.EAE_04945 1028307.EAE_04925 992 427 0 995
1028307.EAE_04945 1028307.EAE_05535 289 0 0 288
1028307.EAE_04945 1028307.EAE_11635 689 791 145 939
1028307.EAE_04945 1028307.EAE_04450 842 0 0 842
1028307.EAE_04945 1028307.EAE_12915 842 0 0 842
1028307.EAE_04945 1028307.EAE_06445 355 0 0 355
1028307.EAE_04945 1028307.EAE_08090 356 0 0 356
1028307.EAE_04945 1028307.EAE_04995 991 444 0 994
1028307.EAE_04945 1028307.EAE_08095 289 0 0 288
1028307.EAE_04945 1028307.EAE_10555 289 0 0 288
1028307.EAE_04945 1028307.EAE_22545 268 0 0 268
1028307.EAE_04945 1028307.EAE_00320 288 261 91 479
1028307.EAE_04945 1028307.EAE_16990 991 0 0 991
1028307.EAE_04945 1028307.EAE_12760 882 0 0 882
1028307.EAE_04945 1028307.EAE_04990 991 434 0 994
1028307.EAE_04945 1028307.EAE_01095 992 0 0 992
1028307.EAE_04945 1028307.EAE_10625 257 460 0 581
1028307.EAE_04945 1028307.EAE_04985 391 0 0 390
1028307.EAE_04945 1028307.EAE_04280 289 0 0 288
1028307.EAE_04945 1028307.EAE_11640 991 427 0 994
1028307.EAE_04945 1028307.EAE_04785 382 0 0 382
1028307.EAE_04945 1028307.EAE_11275 289 0 0 288
1028307.EAE_04945 1028307.EAE_04825 991 0 0 991
1028307.EAE_04945 1028307.EAE_04910 991 143 0 991
1028307.EAE_04945 1028307.EAE_19750 257 460 0 581
1028307.EAE_04945 1028307.EAE_04350 289 0 0 288
1028307.EAE_04945 1028307.EAE_08130 289 0 0 288
1028307.EAE_04945 1028307.EAE_04895 993 876 0 999
1028307.EAE_04945 1028307.EAE_09320 289 0 0 288
1028307.EAE_04945 1028307.EAE_04360 991 0 0 991
1028307.EAE_04945 1028307.EAE_22820 289 0 0 288
1028307.EAE_04945 1028307.EAE_15330 289 0 0 288
1028307.EAE_04945 1028307.EAE_08110 983 876 0 997
1028307.EAE_04945 1028307.EAE_04940 992 876 0 998
1028307.EAE_04945 1028307.EAE_09200 390 0 0 390
1028307.EAE_04945 1028307.EAE_15155 289 0 0 288
1028307.EAE_04945 1028307.EAE_11760 356 0 0 356
1028307.EAE_04945 1028307.EAE_04515 992 876 0 998
1028307.EAE_04945 1028307.EAE_13870 287 0 0 286
1028307.EAE_04945 1028307.EAE_04310 289 0 0 288
1028307.EAE_04945 1028307.EAE_06385 992 0 0 992
1028307.EAE_04945 1028307.EAE_04885 991 421 0 994
1028307.EAE_04945 1028307.EAE_04935 991 414 0 994
1028307.EAE_04945 1028307.EAE_00690 289 0 0 288
1028307.EAE_04945 1028307.EAE_04795 250 629 0 709
1028307.EAE_04945 1028307.EAE_20610 168 432 0 507
1028307.EAE_04945 1028307.EAE_06175 289 0 0 288
1028307.EAE_04945 1028307.EAE_04860 992 876 0 998
1028307.EAE_04945 1028307.EAE_04875 992 876 0 998
1028307.EAE_04945 1028307.EAE_04905 991 876 516 999
1028307.EAE_04945 1028307.EAE_01160 882 0 0 882
1028307.EAE_04945 1028307.EAE_04950 992 876 492 999
1028307.EAE_04945 1028307.EAE_04830 289 0 0 288
1028307.EAE_04945 1028307.EAE_11655 882 0 0 882
1028307.EAE_04945 1028307.EAE_16730 882 0 0 882
1028307.EAE_04945 1028307.EAE_03680 991 0 0 991
1028307.EAE_04945 1028307.EAE_09440 991 0 0 991
1028307.EAE_04945 1028307.EAE_04810 289 0 0 288
1028307.EAE_04945 1028307.EAE_01965 355 0 0 355
1028307.EAE_04945 1028307.EAE_16985 991 0 0 991
1028307.EAE_04945 1028307.EAE_04920 991 876 0 998
1028307.EAE_04945 1028307.EAE_15310 257 460 0 581
1028307.EAE_04945 1028307.EAE_04930 991 876 342 999
1028307.EAE_04945 1028307.EAE_08115 983 876 0 997
1028307.EAE_04945 1028307.EAE_24120 992 0 0 992
1028307.EAE_04945 1028307.EAE_04850 882 0 0 882
1028307.EAE_04945 1028307.EAE_00930 257 0 0 256
1028307.EAE_04945 1028307.EAE_24045 390 0 0 390
1028307.EAE_04945 1028307.EAE_04245 168 432 0 507
1028307.EAE_04945 1028307.EAE_04275 738 689 0 915
1028307.EAE_04945 1028307.EAE_04510 991 0 0 991
1028307.EAE_04945 1028307.EAE_04915 983 876 582 999
1028307.EAE_04945 1028307.EAE_06380 992 0 0 992
1028307.EAE_04945 1028307.EAE_00940 882 0 0 882
1028307.EAE_04945 1028307.EAE_13900 268 0 0 268
1028307.EAE_04945 1028307.EAE_14570 168 432 0 507
1028307.EAE_04945 1028307.EAE_01115 882 0 270 910
1028307.EAE_04945 1028307.EAE_08100 396 0 0 396
1028307.EAE_04945 1028307.EAE_04855 711 0 0 711
1028307.EAE_04945 1028307.EAE_04365 992 0 0 992
1028307.EAE_04945 1028307.EAE_16930 757 876 139 971
1028307.EAE_04945 1028307.EAE_07040 995 0 0 995
1028307.EAE_04945 1028307.EAE_04880 992 876 0 998
1028307.EAE_04945 1028307.EAE_04865 991 876 0 998
1028307.EAE_04945 1028307.EAE_04840 991 427 0 994
1028307.EAE_04945 1028307.EAE_04260 991 143 0 991
1028307.EAE_04945 1028307.EAE_10835 991 0 0 991
1028307.EAE_04945 1028307.EAE_23345 391 0 0 390
1028307.EAE_04945 1028307.EAE_04890 991 122 559 996
1028307.EAE_04945 1028307.EAE_12910 842 0 0 842
1028307.EAE_04945 1028307.EAE_09455 992 0 0 992
1028307.EAE_04945 1028307.EAE_04330 278 791 0 842
1028307.EAE_04945 1028307.EAE_08030 268 0 0 268
1028307.EAE_04945 1028307.EAE_04980 356 0 0 356
1028307.EAE_04945 1028307.EAE_11510 288 261 91 479
1028307.EAE_04945 1028307.EAE_08120 964 0 0 964
1028307.EAE_04945 1028307.EAE_06440 289 0 0 288
1028307.EAE_04945 1028307.EAE_02800 356 0 0 356
1028307.EAE_04945 1028307.EAE_13005 157 0 0 156
1028307.EAE_04945 1028307.EAE_04845 991 0 0 991
1028307.EAE_04945 1028307.EAE_00975 168 432 0 507
1028307.EAE_04945 1028307.EAE_04835 991 444 0 994
1028307.EAE_04945 1028307.EAE_16355 992 0 0 992
1028307.EAE_04945 1028307.EAE_09450 991 0 0 991
1028307.EAE_04945 1028307.EAE_08125 289 0 0 288
1028307.EAE_04950 1028307.EAE_14000 288 261 0 451
1028307.EAE_04950 1028307.EAE_08105 992 876 0 998
1028307.EAE_04950 1028307.EAE_17165 287 0 0 286
1028307.EAE_04950 1028307.EAE_04900 994 876 0 999
1028307.EAE_04950 1028307.EAE_17795 157 0 0 156
1028307.EAE_04950 1028307.EAE_11305 196 0 0 196
1028307.EAE_04950 1028307.EAE_04955 991 876 381 999
1028307.EAE_04950 1028307.EAE_01950 263 0 0 263
1028307.EAE_04950 1028307.EAE_04255 263 0 0 263
1028307.EAE_04950 1028307.EAE_16580 196 0 0 196
1028307.EAE_04950 1028307.EAE_07585 996 0 0 996
1028307.EAE_04950 1028307.EAE_04925 996 876 0 999
1028307.EAE_04950 1028307.EAE_14690 245 0 0 244
1028307.EAE_04950 1028307.EAE_01045 842 0 0 842
1028307.EAE_04950 1028307.EAE_17000 199 0 0 199
1028307.EAE_04950 1028307.EAE_16975 271 858 0 892
1028307.EAE_04950 1028307.EAE_11635 317 0 0 317
1028307.EAE_04950 1028307.EAE_05535 296 0 0 296
1028307.EAE_04950 1028307.EAE_06445 362 0 0 362
1028307.EAE_04950 1028307.EAE_07515 157 0 0 156
1028307.EAE_04950 1028307.EAE_22965 231 0 0 230
1028307.EAE_04950 1028307.EAE_12915 842 502 0 917
1028307.EAE_04950 1028307.EAE_08095 289 0 0 288
1028307.EAE_04950 1028307.EAE_08785 76 460 0 479
1028307.EAE_04950 1028307.EAE_08090 356 0 0 356
1028307.EAE_04950 1028307.EAE_05595 193 0 0 193
1028307.EAE_04950 1028307.EAE_10555 289 0 0 288
1028307.EAE_04950 1028307.EAE_22870 196 0 0 196
1028307.EAE_04950 1028307.EAE_16990 996 728 0 998
1028307.EAE_04950 1028307.EAE_04990 996 876 337 999
1028307.EAE_04950 1028307.EAE_04985 390 0 0 390
1028307.EAE_04950 1028307.EAE_04360 991 818 0 998
1028307.EAE_04950 1028307.EAE_09320 289 0 0 288
1028307.EAE_04950 1028307.EAE_22820 287 0 0 286
1028307.EAE_04950 1028307.EAE_20490 276 0 0 276
1028307.EAE_04950 1028307.EAE_08130 289 0 0 288
1028307.EAE_04950 1028307.EAE_08110 983 876 0 997
1028307.EAE_04950 1028307.EAE_04515 993 876 0 999
1028307.EAE_04950 1028307.EAE_04940 996 876 620 999
1028307.EAE_04950 1028307.EAE_09355 194 0 0 194
1028307.EAE_04950 1028307.EAE_20075 229 0 0 228
1028307.EAE_04950 1028307.EAE_00510 289 629 0 724
1028307.EAE_04950 1028307.EAE_04795 210 0 0 210
1028307.EAE_04950 1028307.EAE_04935 996 876 0 999
1028307.EAE_04950 1028307.EAE_06175 695 848 0 951
1028307.EAE_04950 1028307.EAE_21650 196 0 0 196
1028307.EAE_04950 1028307.EAE_04860 991 876 0 998
1028307.EAE_04950 1028307.EAE_04830 289 0 0 288
1028307.EAE_04950 1028307.EAE_20440 218 650 0 714
1028307.EAE_04950 1028307.EAE_16730 882 0 0 882
1028307.EAE_04950 1028307.EAE_04905 996 876 0 999
1028307.EAE_04950 1028307.EAE_09440 991 0 0 991
1028307.EAE_04950 1028307.EAE_03680 996 0 0 996
1028307.EAE_04950 1028307.EAE_03590 196 0 0 196
1028307.EAE_04950 1028307.EAE_04930 996 876 250 999
1028307.EAE_04950 1028307.EAE_08115 983 876 126 997
1028307.EAE_04950 1028307.EAE_15310 245 0 0 244
1028307.EAE_04950 1028307.EAE_16985 996 0 0 996
1028307.EAE_04950 1028307.EAE_24045 391 0 0 390
1028307.EAE_04950 1028307.EAE_08050 276 0 0 276
1028307.EAE_04950 1028307.EAE_02150 196 0 0 196
1028307.EAE_04950 1028307.EAE_00940 882 0 0 882
1028307.EAE_04950 1028307.EAE_04915 983 876 0 997
1028307.EAE_04950 1028307.EAE_04510 996 0 0 996
1028307.EAE_04950 1028307.EAE_04880 993 876 0 999
1028307.EAE_04950 1028307.EAE_07040 996 0 0 996
1028307.EAE_04950 1028307.EAE_08100 289 0 0 288
1028307.EAE_04950 1028307.EAE_04945 992 876 492 999
1028307.EAE_04950 1028307.EAE_07055 188 838 0 862
1028307.EAE_04950 1028307.EAE_04865 996 876 270 999
1028307.EAE_04950 1028307.EAE_04890 996 876 0 999
1028307.EAE_04950 1028307.EAE_23345 390 0 0 390
1028307.EAE_04950 1028307.EAE_00475 196 0 0 196
1028307.EAE_04950 1028307.EAE_11510 288 261 0 451
1028307.EAE_04950 1028307.EAE_02800 357 518 0 676
1028307.EAE_04950 1028307.EAE_06440 289 0 0 288
1028307.EAE_04950 1028307.EAE_08120 964 825 0 993
1028307.EAE_04950 1028307.EAE_04980 356 0 0 356
1028307.EAE_04950 1028307.EAE_24290 196 0 0 196
1028307.EAE_04950 1028307.EAE_21715 229 0 0 228
1028307.EAE_04950 1028307.EAE_15350 0 0 153 152
1028307.EAE_04950 1028307.EAE_00975 236 290 94 465
1028307.EAE_04950 1028307.EAE_06085 245 0 0 244
1028307.EAE_04950 1028307.EAE_05210 196 0 0 196
1028307.EAE_04950 1028307.EAE_09135 263 163 0 356
1028307.EAE_04950 1028307.EAE_07780 236 290 94 465
1028307.EAE_04950 1028307.EAE_04960 996 876 0 999
1028307.EAE_04950 1028307.EAE_01110 991 0 0 991
1028307.EAE_04950 1028307.EAE_04870 996 876 0 999
1028307.EAE_04950 1028307.EAE_22700 210 0 0 210
1028307.EAE_04950 1028307.EAE_05050 245 0 0 244
1028307.EAE_04950 1028307.EAE_11300 289 0 0 288
1028307.EAE_04950 1028307.EAE_20485 276 0 0 276
1028307.EAE_04950 1028307.EAE_05225 287 0 0 286
1028307.EAE_04950 1028307.EAE_12635 193 0 0 193
1028307.EAE_04950 1028307.EAE_11530 218 650 0 714
1028307.EAE_04950 1028307.EAE_07875 229 0 0 228
1028307.EAE_04950 1028307.EAE_04450 842 0 0 842
1028307.EAE_04950 1028307.EAE_04995 996 876 0 999
1028307.EAE_04950 1028307.EAE_04265 100 629 0 651
1028307.EAE_04950 1028307.EAE_22545 206 0 0 206
1028307.EAE_04950 1028307.EAE_00320 288 261 0 451
1028307.EAE_04950 1028307.EAE_01095 991 866 0 998
1028307.EAE_04950 1028307.EAE_12760 198 0 0 198
1028307.EAE_04950 1028307.EAE_04280 289 0 0 288
1028307.EAE_04950 1028307.EAE_10625 245 0 0 244
1028307.EAE_04950 1028307.EAE_06415 197 0 0 197
1028307.EAE_04950 1028307.EAE_10735 65 460 0 473
1028307.EAE_04950 1028307.EAE_22985 231 0 0 230
1028307.EAE_04950 1028307.EAE_04785 290 0 0 290
1028307.EAE_04950 1028307.EAE_11275 289 0 0 288
1028307.EAE_04950 1028307.EAE_04825 996 866 0 999
1028307.EAE_04950 1028307.EAE_11640 996 876 0 999
1028307.EAE_04950 1028307.EAE_04895 993 876 0 999
1028307.EAE_04950 1028307.EAE_04350 289 0 0 288
1028307.EAE_04950 1028307.EAE_04910 996 876 0 999
1028307.EAE_04950 1028307.EAE_19750 245 0 0 244
1028307.EAE_04950 1028307.EAE_21145 65 460 0 473
1028307.EAE_04950 1028307.EAE_15330 289 0 0 288
1028307.EAE_04950 1028307.EAE_11760 357 518 0 676
1028307.EAE_04950 1028307.EAE_15155 503 692 0 840
1028307.EAE_04950 1028307.EAE_09200 391 0 0 390
1028307.EAE_04950 1028307.EAE_06385 996 0 0 996
1028307.EAE_04950 1028307.EAE_04885 991 876 0 998
1028307.EAE_04950 1028307.EAE_04310 289 0 0 288
1028307.EAE_04950 1028307.EAE_13870 380 0 0 380
1028307.EAE_04950 1028307.EAE_00690 398 0 0 398
1028307.EAE_04950 1028307.EAE_22585 196 0 0 196
1028307.EAE_04950 1028307.EAE_20435 196 0 0 196
1028307.EAE_04950 1028307.EAE_06690 196 0 0 196
1028307.EAE_04950 1028307.EAE_20610 236 290 94 465
1028307.EAE_04950 1028307.EAE_11025 206 629 0 692
1028307.EAE_04950 1028307.EAE_11655 882 0 0 882
1028307.EAE_04950 1028307.EAE_24135 196 0 0 196
1028307.EAE_04950 1028307.EAE_04875 996 876 0 999
1028307.EAE_04950 1028307.EAE_01160 882 0 0 882
1028307.EAE_04950 1028307.EAE_01965 362 0 0 362
1028307.EAE_04950 1028307.EAE_04810 289 0 0 288
1028307.EAE_04950 1028307.EAE_04920 991 876 0 998
1028307.EAE_04950 1028307.EAE_24120 991 0 0 991
1028307.EAE_04950 1028307.EAE_04850 993 502 0 996
1028307.EAE_04950 1028307.EAE_21300 351 0 0 351
1028307.EAE_04950 1028307.EAE_00930 289 792 0 845
1028307.EAE_04950 1028307.EAE_06380 996 217 0 996
1028307.EAE_04950 1028307.EAE_14435 290 856 0 893
1028307.EAE_04950 1028307.EAE_04275 714 629 0 889
1028307.EAE_04950 1028307.EAE_04245 236 290 94 465
1028307.EAE_04950 1028307.EAE_16380 193 0 0 193
1028307.EAE_04950 1028307.EAE_13900 268 0 0 268
1028307.EAE_04950 1028307.EAE_01115 366 0 0 366
1028307.EAE_04950 1028307.EAE_14570 236 290 94 465
1028307.EAE_04950 1028307.EAE_16930 757 835 0 958
1028307.EAE_04950 1028307.EAE_04365 991 856 0 998
1028307.EAE_04950 1028307.EAE_04855 393 0 0 392
1028307.EAE_04950 1028307.EAE_04840 996 860 0 999
1028307.EAE_04950 1028307.EAE_04260 996 876 0 999
1028307.EAE_04950 1028307.EAE_10835 991 0 0 991
1028307.EAE_04950 1028307.EAE_04330 252 0 0 252
1028307.EAE_04950 1028307.EAE_12910 842 0 0 842
1028307.EAE_04950 1028307.EAE_09455 996 825 0 999
1028307.EAE_04950 1028307.EAE_08030 256 0 0 256
1028307.EAE_04950 1028307.EAE_15045 745 849 0 959
1028307.EAE_04950 1028307.EAE_04845 996 876 0 999
1028307.EAE_04950 1028307.EAE_13005 184 0 0 183
1028307.EAE_04950 1028307.EAE_24665 276 0 0 276
1028307.EAE_04950 1028307.EAE_16355 992 866 0 998
1028307.EAE_04950 1028307.EAE_09450 996 0 0 996
1028307.EAE_04950 1028307.EAE_08125 289 0 0 288
1028307.EAE_04950 1028307.EAE_04835 996 876 0 999
1028307.EAE_04950 1028307.EAE_24480 196 0 0 196
1028307.EAE_04950 1028307.EAE_05600 193 0 0 193
1028307.EAE_04950 1028307.EAE_13895 153 0 0 152
1028307.EAE_04955 1028307.EAE_16930 757 857 0 963
1028307.EAE_04955 1028307.EAE_04365 991 867 0 998
1028307.EAE_04955 1028307.EAE_04855 385 0 0 384
1028307.EAE_04955 1028307.EAE_16380 267 0 0 267
1028307.EAE_04955 1028307.EAE_01115 393 0 0 392
1028307.EAE_04955 1028307.EAE_14570 153 414 122 526
1028307.EAE_04955 1028307.EAE_13900 268 0 0 268
1028307.EAE_04955 1028307.EAE_10835 991 0 0 991
1028307.EAE_04955 1028307.EAE_04260 991 444 0 994
1028307.EAE_04955 1028307.EAE_04840 991 663 0 996
1028307.EAE_04955 1028307.EAE_08030 255 0 0 254
1028307.EAE_04955 1028307.EAE_04330 199 689 0 740
1028307.EAE_04955 1028307.EAE_09455 991 850 0 998
1028307.EAE_04955 1028307.EAE_12910 842 0 0 842
1028307.EAE_04955 1028307.EAE_08125 289 0 0 288
1028307.EAE_04955 1028307.EAE_24665 287 0 0 286
1028307.EAE_04955 1028307.EAE_09450 991 0 0 991
1028307.EAE_04955 1028307.EAE_16355 991 875 0 998
1028307.EAE_04955 1028307.EAE_05600 267 0 0 267
1028307.EAE_04955 1028307.EAE_04835 991 444 0 994
1028307.EAE_04955 1028307.EAE_04845 991 0 0 991
1028307.EAE_04955 1028307.EAE_02010 193 0 0 193
1028307.EAE_04955 1028307.EAE_01865 229 0 0 228
1028307.EAE_04955 1028307.EAE_10895 248 0 0 248
1028307.EAE_04955 1028307.EAE_00690 289 0 0 288
1028307.EAE_04955 1028307.EAE_09360 191 0 0 191
1028307.EAE_04955 1028307.EAE_04885 991 421 0 994
1028307.EAE_04955 1028307.EAE_06385 991 0 0 991
1028307.EAE_04955 1028307.EAE_04310 289 0 0 288
1028307.EAE_04955 1028307.EAE_13870 289 0 0 288
1028307.EAE_04955 1028307.EAE_11655 882 0 0 882
1028307.EAE_04955 1028307.EAE_04950 991 876 381 999
1028307.EAE_04955 1028307.EAE_01160 882 0 0 882
1028307.EAE_04955 1028307.EAE_04875 991 876 0 998
1028307.EAE_04955 1028307.EAE_20610 153 414 122 526
1028307.EAE_04955 1028307.EAE_24120 991 0 0 991
1028307.EAE_04955 1028307.EAE_04850 882 516 0 940
1028307.EAE_04955 1028307.EAE_04920 991 876 0 998
1028307.EAE_04955 1028307.EAE_01965 355 0 0 355
1028307.EAE_04955 1028307.EAE_04810 289 0 0 288
1028307.EAE_04955 1028307.EAE_19580 251 0 0 250
1028307.EAE_04955 1028307.EAE_06380 991 258 0 993
1028307.EAE_04955 1028307.EAE_14435 715 866 0 960
1028307.EAE_04955 1028307.EAE_04275 482 689 0 832
1028307.EAE_04955 1028307.EAE_04245 153 414 122 526
1028307.EAE_04955 1028307.EAE_00930 644 812 0 930
1028307.EAE_04955 1028307.EAE_01095 995 875 0 999
1028307.EAE_04955 1028307.EAE_12760 198 0 0 198
1028307.EAE_04955 1028307.EAE_00320 288 261 0 451
1028307.EAE_04955 1028307.EAE_22545 248 0 0 248
1028307.EAE_04955 1028307.EAE_04785 289 0 0 288
1028307.EAE_04955 1028307.EAE_11275 289 0 0 288
1028307.EAE_04955 1028307.EAE_04825 993 875 0 999
1028307.EAE_04955 1028307.EAE_11640 991 675 366 997
1028307.EAE_04955 1028307.EAE_10735 196 0 0 196
1028307.EAE_04955 1028307.EAE_04280 289 0 0 288
1028307.EAE_04955 1028307.EAE_10625 254 460 0 579
1028307.EAE_04955 1028307.EAE_13130 193 0 0 193
1028307.EAE_04955 1028307.EAE_15330 289 0 0 288
1028307.EAE_04955 1028307.EAE_04895 991 876 0 998
1028307.EAE_04955 1028307.EAE_16340 193 0 0 193
1028307.EAE_04955 1028307.EAE_24320 191 0 0 191
1028307.EAE_04955 1028307.EAE_21145 196 0 0 196
1028307.EAE_04955 1028307.EAE_04350 289 0 0 288
1028307.EAE_04955 1028307.EAE_04910 991 0 0 991
1028307.EAE_04955 1028307.EAE_19750 254 460 0 579
1028307.EAE_04955 1028307.EAE_11760 381 525 0 693
1028307.EAE_04955 1028307.EAE_15155 289 0 0 288
1028307.EAE_04955 1028307.EAE_09200 390 0 0 390
1028307.EAE_04955 1028307.EAE_22550 191 0 0 191
1028307.EAE_04955 1028307.EAE_00990 191 0 0 191
1028307.EAE_04955 1028307.EAE_01110 991 481 0 995
1028307.EAE_04955 1028307.EAE_04960 991 683 0 997
1028307.EAE_04955 1028307.EAE_09135 86 409 0 436
1028307.EAE_04955 1028307.EAE_06085 254 460 0 579
1028307.EAE_04955 1028307.EAE_07780 153 414 122 526
1028307.EAE_04955 1028307.EAE_22700 194 629 0 688
1028307.EAE_04955 1028307.EAE_05050 254 460 0 579
1028307.EAE_04955 1028307.EAE_04870 992 417 0 995
1028307.EAE_04955 1028307.EAE_12635 267 0 0 267
1028307.EAE_04955 1028307.EAE_16515 191 0 0 191
1028307.EAE_04955 1028307.EAE_11300 289 0 0 288
1028307.EAE_04955 1028307.EAE_20485 287 0 0 286
1028307.EAE_04955 1028307.EAE_05225 287 0 0 286
1028307.EAE_04955 1028307.EAE_04995 991 683 0 997
1028307.EAE_04955 1028307.EAE_22025 193 0 0 193
1028307.EAE_04955 1028307.EAE_02180 191 0 0 191
1028307.EAE_04955 1028307.EAE_15430 221 0 0 221
1028307.EAE_04955 1028307.EAE_07875 248 0 0 248
1028307.EAE_04955 1028307.EAE_04450 842 0 0 842
1028307.EAE_04955 1028307.EAE_04880 991 876 0 998
1028307.EAE_04955 1028307.EAE_07040 991 0 0 991
1028307.EAE_04955 1028307.EAE_04945 991 876 0 998
1028307.EAE_04955 1028307.EAE_08100 289 0 0 288
1028307.EAE_04955 1028307.EAE_05910 161 0 0 161
1028307.EAE_04955 1028307.EAE_04890 991 444 0 994
1028307.EAE_04955 1028307.EAE_23345 390 0 0 390
1028307.EAE_04955 1028307.EAE_04865 991 876 0 998
1028307.EAE_04955 1028307.EAE_06440 289 0 0 288
1028307.EAE_04955 1028307.EAE_02800 381 525 0 693
1028307.EAE_04955 1028307.EAE_08120 964 850 0 994
1028307.EAE_04955 1028307.EAE_11510 288 261 0 451
1028307.EAE_04955 1028307.EAE_06450 191 0 0 191
1028307.EAE_04955 1028307.EAE_04980 356 0 0 356
1028307.EAE_04955 1028307.EAE_07320 278 0 0 278
1028307.EAE_04955 1028307.EAE_00975 153 414 122 526
1028307.EAE_04955 1028307.EAE_21715 248 0 0 248
1028307.EAE_04955 1028307.EAE_04795 194 629 0 688
1028307.EAE_04955 1028307.EAE_04935 991 414 0 994
1028307.EAE_04955 1028307.EAE_05105 193 0 0 193
1028307.EAE_04955 1028307.EAE_16730 882 0 0 882
1028307.EAE_04955 1028307.EAE_04830 289 0 0 288
1028307.EAE_04955 1028307.EAE_04905 991 876 0 998
1028307.EAE_04955 1028307.EAE_04860 991 876 0 998
1028307.EAE_04955 1028307.EAE_06175 289 0 0 288
1028307.EAE_04955 1028307.EAE_08115 983 876 0 997
1028307.EAE_04955 1028307.EAE_04930 991 876 0 998
1028307.EAE_04955 1028307.EAE_15310 254 460 0 579
1028307.EAE_04955 1028307.EAE_16985 991 0 0 991
1028307.EAE_04955 1028307.EAE_09440 991 481 322 996
1028307.EAE_04955 1028307.EAE_03680 991 0 0 991
1028307.EAE_04955 1028307.EAE_00940 882 0 0 882
1028307.EAE_04955 1028307.EAE_08050 287 0 0 286
1028307.EAE_04955 1028307.EAE_04915 983 876 0 997
