protein1 protein2 experimental database textmining combined_score
573.JG24_07575 573.JG24_12730 0 213 75 240
573.JG24_07575 573.JG24_24265 102 107 0 163
573.JG24_07575 573.JG24_26995 101 108 0 163
573.JG24_07575 573.JG24_09390 156 0 0 155
573.JG24_07575 573.JG24_11715 102 194 89 283
573.JG24_07575 573.JG24_10665 195 213 0 339
573.JG24_07575 573.JG24_10365 103 213 80 293
573.JG24_07575 573.JG24_07270 109 101 0 164
573.JG24_07575 573.JG24_27075 67 134 99 208
573.JG24_07575 573.JG24_03450 138 161 0 245
573.JG24_07575 573.JG24_09240 104 107 0 165
573.JG24_07575 573.JG24_23110 102 194 89 283
573.JG24_07575 573.JG24_26695 141 362 139 486
573.JG24_07575 573.JG24_08465 0 213 84 248
573.JG24_07575 573.JG24_21255 101 509 0 539
573.JG24_07575 573.JG24_27415 99 213 0 260
573.JG24_07575 573.JG24_12125 105 90 0 150
573.JG24_07575 573.JG24_27205 109 101 0 164
573.JG24_07575 573.JG24_24800 104 93 0 152
573.JG24_07575 573.JG24_18520 135 97 0 185
573.JG24_07575 573.JG24_21350 105 90 0 150
573.JG24_07575 573.JG24_09210 111 107 0 172
573.JG24_07575 573.JG24_28500 0 161 72 188
573.JG24_07575 573.JG24_15915 90 108 92 198
573.JG24_07575 573.JG24_10410 104 101 0 160
573.JG24_07575 573.JG24_12725 138 213 0 292
573.JG24_07575 573.JG24_26005 102 107 0 163
573.JG24_07575 573.JG24_09245 97 161 0 209
573.JG24_07575 573.JG24_24050 138 161 0 245
573.JG24_07575 573.JG24_12975 0 213 73 239
573.JG24_07575 573.JG24_25025 113 141 87 243
573.JG24_07575 573.JG24_10425 0 114 92 161
573.JG24_07575 573.JG24_14610 61 161 0 178
573.JG24_07575 573.JG24_10530 97 161 0 209
573.JG24_07575 573.JG24_25255 132 131 0 213
573.JG24_07575 573.JG24_06080 104 213 0 264
573.JG24_07575 573.JG24_15670 103 209 0 260
573.JG24_07575 573.JG24_11695 102 195 0 246
573.JG24_07575 573.JG24_03210 104 139 0 195
573.JG24_07575 573.JG24_13940 138 75 0 168
573.JG24_07575 573.JG24_10160 104 107 0 165
573.JG24_07575 573.JG24_18800 159 0 0 158
573.JG24_07575 573.JG24_22370 99 185 0 234
573.JG24_07575 573.JG24_11540 132 107 0 191
573.JG24_07575 573.JG24_14960 102 213 0 263
573.JG24_07575 573.JG24_10400 100 78 66 157
573.JG24_07575 573.JG24_22305 102 107 0 163
573.JG24_07575 573.JG24_13450 98 213 0 259
573.JG24_07575 573.JG24_03285 0 145 82 181
573.JG24_07575 573.JG24_10590 105 90 0 150
573.JG24_07575 573.JG24_10185 109 101 0 164
573.JG24_07575 573.JG24_09875 104 101 0 160
573.JG24_07575 573.JG24_21615 104 139 0 195
573.JG24_07575 573.JG24_28405 159 0 0 158
573.JG24_07575 573.JG24_04770 104 169 0 223
573.JG24_07575 573.JG24_06000 121 128 0 200
573.JG24_07575 573.JG24_20175 104 107 0 165
573.JG24_07575 573.JG24_08845 133 132 0 215
573.JG24_07575 573.JG24_05265 138 196 0 277
573.JG24_07575 573.JG24_12035 132 213 0 287
573.JG24_07575 573.JG24_00795 104 107 0 165
573.JG24_07580 573.JG24_10395 0 0 217 217
573.JG24_07580 573.JG24_19345 238 187 0 354
573.JG24_07580 573.JG24_07015 0 0 217 217
573.JG24_07580 573.JG24_13975 0 0 202 202
573.JG24_07580 573.JG24_11860 0 0 271 271
573.JG24_07580 573.JG24_13060 0 138 60 155
573.JG24_07580 573.JG24_23675 238 187 0 354
573.JG24_07580 573.JG24_15070 238 561 0 651
573.JG24_07580 573.JG24_13070 356 331 208 628
573.JG24_07580 573.JG24_13065 0 437 245 556
573.JG24_07580 573.JG24_07570 0 0 271 271
573.JG24_07585 573.JG24_05330 0 0 451 451
573.JG24_07590 573.JG24_07270 134 187 0 265
573.JG24_07590 573.JG24_25360 71 347 0 367
573.JG24_07590 573.JG24_29835 71 347 0 367
573.JG24_07590 573.JG24_23110 248 0 0 248
573.JG24_07590 573.JG24_11430 67 331 0 349
573.JG24_07590 573.JG24_05960 171 90 0 213
573.JG24_07590 573.JG24_04195 171 90 0 213
573.JG24_07590 573.JG24_04185 171 90 0 213
573.JG24_07590 573.JG24_27820 195 0 0 195
573.JG24_07590 573.JG24_11715 248 0 0 248
573.JG24_07590 573.JG24_06095 171 90 0 213
573.JG24_07590 573.JG24_03500 142 170 0 257
573.JG24_07590 573.JG24_27825 171 90 0 213
573.JG24_07590 573.JG24_04770 259 0 137 333
573.JG24_07590 573.JG24_26230 111 500 0 536
573.JG24_07590 573.JG24_14115 71 407 0 425
573.JG24_07590 573.JG24_06110 129 487 0 534
573.JG24_07590 573.JG24_08465 274 331 0 493
573.JG24_07590 573.JG24_03495 129 487 0 534
573.JG24_07590 573.JG24_17840 269 0 0 269
573.JG24_07590 573.JG24_09595 239 331 205 559
573.JG24_07590 573.JG24_27205 134 187 0 265
573.JG24_07590 573.JG24_24780 159 0 0 158
573.JG24_07590 573.JG24_10185 134 187 0 265
573.JG24_07590 573.JG24_30035 111 500 0 536
573.JG24_07590 573.JG24_11215 171 90 0 213
573.JG24_07590 573.JG24_24315 254 0 0 254
573.JG24_07590 573.JG24_29810 257 331 0 481
573.JG24_07590 573.JG24_03490 111 500 0 536
573.JG24_07590 573.JG24_07115 161 0 0 161
573.JG24_07590 573.JG24_24955 240 0 0 239
573.JG24_07590 573.JG24_30030 129 487 0 534
573.JG24_07590 573.JG24_24255 111 500 0 536
573.JG24_07590 573.JG24_06100 195 0 0 195
573.JG24_07590 573.JG24_06080 259 0 137 333
573.JG24_07590 573.JG24_19975 67 354 0 371
573.JG24_07590 573.JG24_06120 266 333 0 489
573.JG24_07590 573.JG24_08185 157 0 0 156
573.JG24_07590 573.JG24_19045 255 0 0 254
573.JG24_07590 573.JG24_06115 255 0 0 254
573.JG24_07590 573.JG24_26315 71 347 0 367
573.JG24_07590 573.JG24_26975 240 0 0 239
573.JG24_07600 573.JG24_29310 229 0 0 228
573.JG24_07600 573.JG24_21265 242 203 0 370
573.JG24_07600 573.JG24_18800 118 133 0 202
573.JG24_07600 573.JG24_19775 240 108 0 293
573.JG24_07600 573.JG24_29800 240 108 0 293
573.JG24_07600 573.JG24_04095 241 0 0 240
573.JG24_07600 573.JG24_22415 240 108 0 293
573.JG24_07600 573.JG24_28405 118 133 0 202
573.JG24_07605 573.JG24_27075 67 134 99 208
573.JG24_07605 573.JG24_23110 102 194 89 283
573.JG24_07605 573.JG24_09240 104 107 0 165
573.JG24_07605 573.JG24_03450 138 161 0 245
573.JG24_07605 573.JG24_10365 103 213 80 293
573.JG24_07605 573.JG24_10665 195 213 0 339
573.JG24_07605 573.JG24_07270 109 101 0 164
573.JG24_07605 573.JG24_11715 102 194 89 283
573.JG24_07605 573.JG24_26995 101 108 0 163
573.JG24_07605 573.JG24_24265 102 107 0 163
573.JG24_07605 573.JG24_12730 0 213 75 240
573.JG24_07605 573.JG24_09390 156 0 0 155
573.JG24_07605 573.JG24_21350 105 90 0 150
573.JG24_07605 573.JG24_15915 90 108 92 198
573.JG24_07605 573.JG24_28500 0 161 72 188
573.JG24_07605 573.JG24_09210 111 107 0 172
573.JG24_07605 573.JG24_24800 104 93 0 152
573.JG24_07605 573.JG24_18520 135 97 0 185
573.JG24_07605 573.JG24_12125 105 90 0 150
573.JG24_07605 573.JG24_27415 99 213 0 260
573.JG24_07605 573.JG24_21255 101 509 0 539
573.JG24_07605 573.JG24_27205 109 101 0 164
573.JG24_07605 573.JG24_26695 141 362 139 486
573.JG24_07605 573.JG24_08465 0 213 84 248
573.JG24_07605 573.JG24_18110 141 362 139 486
573.JG24_07605 573.JG24_14535 71 139 0 165
573.JG24_07605 573.JG24_08375 135 97 0 185
573.JG24_07605 573.JG24_22560 132 166 0 245
573.JG24_07605 573.JG24_09180 105 90 0 150
573.JG24_07605 573.JG24_08340 113 97 87 204
573.JG24_07605 573.JG24_23015 104 161 0 216
573.JG24_07605 573.JG24_16430 104 213 0 264
573.JG24_07605 573.JG24_10405 100 78 66 157
573.JG24_07605 573.JG24_18460 102 107 0 163
573.JG24_07605 573.JG24_29310 154 0 0 153
573.JG24_07605 573.JG24_25130 0 161 72 188
573.JG24_07605 573.JG24_23075 61 505 0 515
573.JG24_07605 573.JG24_13485 98 213 0 259
573.JG24_07605 573.JG24_21355 135 97 0 185
573.JG24_07605 573.JG24_18535 104 161 0 216
573.JG24_07605 573.JG24_15930 61 161 0 178
573.JG24_07605 573.JG24_20330 102 107 0 163
573.JG24_07605 573.JG24_10400 100 78 66 157
573.JG24_07605 573.JG24_14960 102 213 0 263
573.JG24_07605 573.JG24_13450 98 213 0 259
573.JG24_07605 573.JG24_22305 102 107 0 163
573.JG24_07605 573.JG24_22370 99 185 0 234
573.JG24_07605 573.JG24_10160 104 107 0 165
573.JG24_07605 573.JG24_18800 159 0 0 158
573.JG24_07605 573.JG24_11540 132 107 0 191
573.JG24_07605 573.JG24_13940 138 75 0 168
573.JG24_07605 573.JG24_05265 138 196 0 277
573.JG24_07605 573.JG24_08845 133 132 0 215
573.JG24_07605 573.JG24_00795 104 107 0 165
573.JG24_07605 573.JG24_12035 132 213 0 287
573.JG24_07605 573.JG24_04770 104 169 0 223
573.JG24_07605 573.JG24_20175 104 107 0 165
573.JG24_07605 573.JG24_06000 121 128 0 200
573.JG24_07605 573.JG24_28405 159 0 0 158
573.JG24_07605 573.JG24_21615 104 139 0 195
573.JG24_07605 573.JG24_09875 104 101 0 160
573.JG24_07605 573.JG24_10185 109 101 0 164
573.JG24_07605 573.JG24_03285 0 145 82 181
573.JG24_07605 573.JG24_10590 105 90 0 150
573.JG24_07605 573.JG24_24050 138 161 0 245
573.JG24_07605 573.JG24_09245 97 161 0 209
573.JG24_07605 573.JG24_26005 102 107 0 163
573.JG24_07605 573.JG24_12725 138 213 0 292
573.JG24_07605 573.JG24_10410 104 101 0 160
573.JG24_07605 573.JG24_11695 102 195 0 246
573.JG24_07605 573.JG24_03210 104 139 0 195
573.JG24_07605 573.JG24_06080 104 213 0 264
573.JG24_07605 573.JG24_15670 103 209 0 260
573.JG24_07605 573.JG24_25255 132 131 0 213
573.JG24_07605 573.JG24_10530 97 161 0 209
573.JG24_07605 573.JG24_12975 0 213 73 239
573.JG24_07605 573.JG24_25025 113 141 87 243
573.JG24_07605 573.JG24_14610 61 161 0 178
573.JG24_07605 573.JG24_10425 0 114 92 161
573.JG24_07610 573.JG24_11900 250 0 90 288
573.JG24_07610 573.JG24_12960 98 0 145 195
573.JG24_07610 573.JG24_07060 195 0 0 195
573.JG24_07610 573.JG24_17265 250 0 90 288
573.JG24_07610 573.JG24_17270 250 0 90 288
573.JG24_07610 573.JG24_09985 195 0 0 195
573.JG24_07610 573.JG24_11935 232 0 0 231
573.JG24_07610 573.JG24_19090 195 0 0 195
573.JG24_07620 573.JG24_15175 104 0 127 184
573.JG24_07620 573.JG24_30165 100 488 0 519
573.JG24_07620 573.JG24_23360 104 0 127 184
573.JG24_07620 573.JG24_23460 75 382 0 403
573.JG24_07620 573.JG24_06335 104 0 127 184
573.JG24_07620 573.JG24_16070 156 0 0 155
573.JG24_07620 573.JG24_23010 0 793 256 839
573.JG24_07620 573.JG24_04330 98 0 201 248
573.JG24_07620 573.JG24_04610 104 0 127 184
573.JG24_07620 573.JG24_27590 104 0 127 184
573.JG24_07620 573.JG24_19695 0 0 266 266
573.JG24_07620 573.JG24_27340 104 0 127 184
573.JG24_07620 573.JG24_18255 100 664 0 684
573.JG24_07620 573.JG24_30375 99 338 0 378
573.JG24_07620 573.JG24_27725 78 241 266 441
573.JG24_07620 573.JG24_27695 0 0 265 265
573.JG24_07620 573.JG24_28630 104 0 127 184
573.JG24_07620 573.JG24_05930 100 212 0 260
573.JG24_07620 573.JG24_18895 98 0 201 248
573.JG24_07620 573.JG24_23465 79 338 0 364
573.JG24_07625 573.JG24_16215 195 433 51 529
573.JG24_07625 573.JG24_12890 195 433 51 529
573.JG24_07625 573.JG24_03975 195 433 51 529
573.JG24_07625 573.JG24_24625 195 433 51 529
573.JG24_07625 573.JG24_28335 195 433 51 529
573.JG24_07640 573.JG24_20745 0 0 166 165
573.JG24_07640 573.JG24_08185 0 0 172 171
573.JG24_07640 573.JG24_05435 0 101 282 326
573.JG24_07650 573.JG24_14760 0 0 201 201
573.JG24_07660 573.JG24_25320 240 0 138 316
573.JG24_07660 573.JG24_10445 240 0 138 316
573.JG24_07700 573.JG24_17265 250 0 90 288
573.JG24_07700 573.JG24_17270 250 0 90 288
573.JG24_07700 573.JG24_19090 195 0 0 195
573.JG24_07700 573.JG24_07060 195 0 0 195
573.JG24_07700 573.JG24_09985 195 0 0 195
573.JG24_07700 573.JG24_11935 232 0 0 231
573.JG24_07700 573.JG24_11900 250 0 90 288
573.JG24_07705 573.JG24_28315 267 0 134 338
573.JG24_07705 573.JG24_24000 266 0 150 349
573.JG24_07715 573.JG24_26550 105 0 104 163
573.JG24_07715 573.JG24_19695 0 0 167 167
573.JG24_07715 573.JG24_29695 156 156 0 257
573.JG24_07715 573.JG24_09235 226 0 0 225
573.JG24_07715 573.JG24_29705 195 364 92 494
573.JG24_07715 573.JG24_26575 263 0 167 359
573.JG24_07715 573.JG24_07435 105 0 104 163
573.JG24_07715 573.JG24_20660 311 672 166 795
573.JG24_07715 573.JG24_04545 0 0 167 167
573.JG24_07715 573.JG24_09575 226 0 0 225
573.JG24_07715 573.JG24_00085 226 0 0 225
573.JG24_07715 573.JG24_25485 258 0 0 258
573.JG24_07715 573.JG24_20670 288 742 166 833
573.JG24_07715 573.JG24_26360 105 0 104 163
573.JG24_07720 573.JG24_11005 251 0 0 250
573.JG24_07720 573.JG24_05060 240 0 0 239
573.JG24_07720 573.JG24_10990 240 0 0 239
573.JG24_07720 573.JG24_13250 240 0 0 239
573.JG24_07720 573.JG24_08615 240 0 0 239
573.JG24_07750 573.JG24_21870 251 0 0 250
573.JG24_07750 573.JG24_21915 251 0 0 250
573.JG24_07750 573.JG24_07810 251 0 0 250
573.JG24_07750 573.JG24_07795 251 0 0 250
573.JG24_07750 573.JG24_22175 244 0 0 243
573.JG24_07750 573.JG24_21920 244 0 0 243
573.JG24_07750 573.JG24_07790 251 0 0 250
573.JG24_07750 573.JG24_07825 251 0 0 250
573.JG24_07750 573.JG24_21890 251 0 0 250
573.JG24_07750 573.JG24_21910 251 0 0 250
573.JG24_07750 573.JG24_07785 244 0 0 243
573.JG24_07750 573.JG24_07830 251 0 0 250
573.JG24_07750 573.JG24_21895 251 0 0 250
573.JG24_07785 573.JG24_07790 255 0 0 254
573.JG24_07785 573.JG24_07825 244 0 0 243
573.JG24_07785 573.JG24_21890 244 0 0 243
573.JG24_07785 573.JG24_07795 255 0 0 254
573.JG24_07785 573.JG24_21870 244 0 0 243
573.JG24_07785 573.JG24_07810 244 0 0 243
573.JG24_07785 573.JG24_21915 255 0 0 254
573.JG24_07785 573.JG24_07830 277 0 0 277
573.JG24_07785 573.JG24_21895 277 0 0 277
573.JG24_07785 573.JG24_07750 244 0 0 243
573.JG24_07785 573.JG24_21910 255 0 0 254
573.JG24_07785 573.JG24_21965 244 0 0 243
573.JG24_07790 573.JG24_07830 262 0 0 262
573.JG24_07790 573.JG24_21895 262 0 0 262
573.JG24_07790 573.JG24_07785 255 0 0 254
573.JG24_07790 573.JG24_07750 251 0 0 250
573.JG24_07790 573.JG24_21910 262 0 0 262
573.JG24_07790 573.JG24_21965 251 0 0 250
573.JG24_07790 573.JG24_21920 255 0 0 254
573.JG24_07790 573.JG24_07825 251 0 0 250
573.JG24_07790 573.JG24_21890 251 0 0 250
573.JG24_07790 573.JG24_22175 255 0 0 254
573.JG24_07790 573.JG24_07795 262 0 0 262
573.JG24_07790 573.JG24_21870 251 0 0 250
573.JG24_07790 573.JG24_07810 251 0 0 250
573.JG24_07795 573.JG24_22175 255 0 0 254
573.JG24_07795 573.JG24_21920 255 0 0 254
573.JG24_07795 573.JG24_07825 251 0 0 250
573.JG24_07795 573.JG24_07790 262 0 0 262
573.JG24_07795 573.JG24_21890 251 0 0 250
573.JG24_07795 573.JG24_21870 251 0 0 250
573.JG24_07795 573.JG24_07810 251 0 0 250
573.JG24_07795 573.JG24_21915 262 0 0 262
573.JG24_07795 573.JG24_07785 255 0 0 254
573.JG24_07795 573.JG24_07750 251 0 0 250
573.JG24_07795 573.JG24_07830 262 0 0 262
573.JG24_07795 573.JG24_21895 262 0 0 262
573.JG24_07795 573.JG24_21965 251 0 0 250
573.JG24_07810 573.JG24_07785 244 0 0 243
573.JG24_07810 573.JG24_07750 251 0 0 250
573.JG24_07810 573.JG24_07830 251 0 0 250
573.JG24_07810 573.JG24_21895 251 0 0 250
573.JG24_07810 573.JG24_21965 251 0 0 250
573.JG24_07810 573.JG24_21910 251 0 0 250
573.JG24_07810 573.JG24_22175 244 0 0 243
573.JG24_07810 573.JG24_07795 251 0 0 250
573.JG24_07810 573.JG24_21920 244 0 0 243
573.JG24_07810 573.JG24_07790 251 0 0 250
573.JG24_07810 573.JG24_07825 251 0 0 250
573.JG24_07810 573.JG24_21890 251 0 0 250
573.JG24_07810 573.JG24_21915 251 0 0 250
573.JG24_07825 573.JG24_21910 251 0 0 250
573.JG24_07825 573.JG24_21965 251 0 0 250
573.JG24_07825 573.JG24_21895 251 0 0 250
573.JG24_07825 573.JG24_07830 251 0 0 250
573.JG24_07825 573.JG24_07750 251 0 0 250
573.JG24_07825 573.JG24_07785 244 0 0 243
573.JG24_07825 573.JG24_21915 251 0 0 250
573.JG24_07825 573.JG24_07810 251 0 0 250
573.JG24_07825 573.JG24_21870 251 0 0 250
573.JG24_07825 573.JG24_07790 251 0 0 250
573.JG24_07825 573.JG24_21920 244 0 0 243
573.JG24_07825 573.JG24_07795 251 0 0 250
573.JG24_07825 573.JG24_22175 244 0 0 243
573.JG24_07830 573.JG24_07785 277 0 0 277
573.JG24_07830 573.JG24_07750 251 0 0 250
573.JG24_07830 573.JG24_21910 262 0 0 262
573.JG24_07830 573.JG24_21965 251 0 0 250
573.JG24_07830 573.JG24_21920 277 0 0 277
573.JG24_07830 573.JG24_07790 262 0 0 262
573.JG24_07830 573.JG24_21890 251 0 0 250
573.JG24_07830 573.JG24_07825 251 0 0 250
573.JG24_07830 573.JG24_07795 262 0 0 262
573.JG24_07830 573.JG24_22175 277 0 0 277
573.JG24_07830 573.JG24_21870 251 0 0 250
573.JG24_07830 573.JG24_07810 251 0 0 250
573.JG24_07830 573.JG24_21915 262 0 0 262
573.JG24_07855 573.JG24_29365 0 0 498 497
573.JG24_07875 573.JG24_04530 0 0 201 201
573.JG24_07880 573.JG24_29000 0 0 249 248
573.JG24_07885 573.JG24_19695 0 0 157 156
573.JG24_07890 573.JG24_14960 71 368 0 387
573.JG24_07890 573.JG24_27970 195 0 0 195
573.JG24_07890 573.JG24_03540 195 0 0 195
573.JG24_07890 573.JG24_14485 195 0 0 195
573.JG24_07890 573.JG24_13855 195 0 0 195
573.JG24_07890 573.JG24_10370 71 470 0 486
573.JG24_07890 573.JG24_20745 74 506 0 522
573.JG24_07890 573.JG24_20275 195 0 0 195
573.JG24_07890 573.JG24_03285 195 0 0 195
573.JG24_07895 573.JG24_18520 161 0 0 161
573.JG24_07895 573.JG24_08375 161 0 0 161
573.JG24_07895 573.JG24_21355 161 0 0 161
573.JG24_07900 573.JG24_29310 230 0 0 229
573.JG24_07900 573.JG24_27720 230 0 0 229
573.JG24_07900 573.JG24_28165 162 0 0 161
573.JG24_07905 573.JG24_07345 128 509 0 553
573.JG24_07905 573.JG24_00655 128 87 0 169
573.JG24_07905 573.JG24_19315 128 119 0 198
573.JG24_07905 573.JG24_02600 128 87 0 169
573.JG24_07905 573.JG24_25540 128 87 0 169
573.JG24_07910 573.JG24_29920 138 0 90 182
573.JG24_07925 573.JG24_17900 193 0 0 193
573.JG24_07925 573.JG24_04635 267 0 0 267
573.JG24_07925 573.JG24_21370 0 0 244 243
573.JG24_07925 573.JG24_26390 267 0 0 267
573.JG24_07925 573.JG24_07055 355 0 0 355
573.JG24_07925 573.JG24_03900 0 0 277 277
573.JG24_07925 573.JG24_09865 267 0 0 267
573.JG24_07925 573.JG24_19380 0 0 244 243
573.JG24_07925 573.JG24_17550 0 0 277 277
573.JG24_07925 573.JG24_19035 267 0 0 267
573.JG24_07925 573.JG24_06400 0 0 244 243
573.JG24_07925 573.JG24_07990 0 0 244 243
573.JG24_07930 573.JG24_19060 0 0 194 194
573.JG24_07930 573.JG24_27555 0 0 224 224
573.JG24_07935 573.JG24_18740 264 749 210 841
573.JG24_07935 573.JG24_12695 252 604 142 723
573.JG24_07935 573.JG24_19105 303 887 210 932
573.JG24_07935 573.JG24_24115 259 0 0 258
573.JG24_07935 573.JG24_18580 244 749 207 836
573.JG24_07935 573.JG24_30415 252 604 142 723
573.JG24_07935 573.JG24_27270 252 604 142 723
573.JG24_07945 573.JG24_21625 192 743 166 811
573.JG24_07945 573.JG24_07045 0 0 188 188
573.JG24_07945 573.JG24_18395 0 0 264 264
573.JG24_07945 573.JG24_30095 192 743 166 811
573.JG24_07945 573.JG24_29230 0 0 156 155
573.JG24_07945 573.JG24_07955 0 0 281 281
573.JG24_07955 573.JG24_07945 0 0 281 281
573.JG24_07960 573.JG24_25265 91 0 108 154
573.JG24_07960 573.JG24_26095 91 0 108 154
573.JG24_07960 573.JG24_12515 0 0 201 201
573.JG24_07960 573.JG24_05845 0 0 201 201
573.JG24_07970 573.JG24_29310 230 0 0 229
573.JG24_07970 573.JG24_27720 230 0 0 229
573.JG24_07970 573.JG24_28165 162 0 0 161
573.JG24_07985 573.JG24_29920 138 0 90 182
573.JG24_07990 573.JG24_22370 0 165 74 193
573.JG24_07990 573.JG24_03280 105 194 92 287
573.JG24_07990 573.JG24_05710 105 194 92 287
573.JG24_07990 573.JG24_23900 102 126 132 259
573.JG24_07990 573.JG24_05790 195 0 0 195
573.JG24_07990 573.JG24_30360 266 0 0 266
573.JG24_07990 573.JG24_09305 0 165 74 193
573.JG24_07990 573.JG24_21375 251 115 173 403
573.JG24_07990 573.JG24_07925 0 0 244 243
573.JG24_07990 573.JG24_10540 0 165 74 193
573.JG24_07990 573.JG24_23630 0 165 74 193
573.JG24_08000 573.JG24_06245 71 216 48 246
573.JG24_08000 573.JG24_22815 187 0 0 187
573.JG24_08000 573.JG24_11525 83 167 0 203
573.JG24_08000 573.JG24_13655 158 0 0 157
573.JG24_08000 573.JG24_08340 159 0 0 158
573.JG24_08000 573.JG24_08375 153 0 0 152
573.JG24_08000 573.JG24_18770 245 0 0 244
573.JG24_08000 573.JG24_07270 158 0 0 157
573.JG24_08000 573.JG24_27950 252 0 0 252
573.JG24_08000 573.JG24_10665 246 0 0 245
573.JG24_08000 573.JG24_08965 163 0 0 163
573.JG24_08000 573.JG24_18110 104 0 96 155
573.JG24_08000 573.JG24_08900 163 0 0 163
573.JG24_08000 573.JG24_14960 195 0 0 195
573.JG24_08000 573.JG24_16940 104 548 58 585
573.JG24_08000 573.JG24_18950 0 0 163 163
573.JG24_08000 573.JG24_29695 109 399 0 441
573.JG24_08000 573.JG24_09595 159 0 0 158
573.JG24_08000 573.JG24_26695 104 0 96 155
573.JG24_08000 573.JG24_21355 153 0 0 152
573.JG24_08000 573.JG24_25025 159 0 0 158
573.JG24_08000 573.JG24_27205 158 0 0 157
573.JG24_08000 573.JG24_19285 83 167 0 203
573.JG24_08000 573.JG24_10185 158 0 0 157
573.JG24_08000 573.JG24_06000 195 0 0 195
573.JG24_08000 573.JG24_18520 153 0 0 152
573.JG24_08000 573.JG24_07170 91 201 177 350
573.JG24_08000 573.JG24_20180 163 0 0 163
573.JG24_08000 573.JG24_05020 105 462 78 517
573.JG24_08005 573.JG24_11355 134 0 165 245
573.JG24_08005 573.JG24_08010 195 0 473 557
573.JG24_08010 573.JG24_15065 106 0 100 161
573.JG24_08010 573.JG24_08005 195 0 473 557
573.JG24_08010 573.JG24_24490 106 0 100 161
573.JG24_08010 573.JG24_07120 106 0 100 161
573.JG24_08010 573.JG24_25895 106 0 179 234
573.JG24_08010 573.JG24_13050 106 0 100 161
573.JG24_08010 573.JG24_12830 106 0 100 161
573.JG24_08010 573.JG24_25900 106 0 100 161
573.JG24_08010 573.JG24_05625 106 0 100 161
573.JG24_08010 573.JG24_11370 106 0 100 161
573.JG24_08010 573.JG24_13045 106 0 179 234
573.JG24_08020 573.JG24_28555 90 112 0 157
573.JG24_08020 573.JG24_27075 123 0 127 201
573.JG24_08020 573.JG24_24460 104 0 135 191
573.JG24_08020 573.JG24_06530 0 0 262 262
573.JG24_08025 573.JG24_29920 138 0 90 182
573.JG24_08035 573.JG24_08040 0 0 490 489
573.JG24_08040 573.JG24_29920 0 0 647 647
573.JG24_08040 573.JG24_08035 0 0 490 489
573.JG24_08040 573.JG24_13445 0 0 490 489
573.JG24_08040 573.JG24_27135 282 0 0 282
573.JG24_08055 573.JG24_07320 78 446 0 467
573.JG24_08060 573.JG24_24865 88 156 0 197
573.JG24_08080 573.JG24_29800 240 108 0 293
573.JG24_08080 573.JG24_04095 241 0 0 240
573.JG24_08080 573.JG24_21265 242 203 0 370
573.JG24_08080 573.JG24_29310 229 0 0 228
573.JG24_08080 573.JG24_18800 118 133 0 202
573.JG24_08080 573.JG24_19775 240 108 0 293
573.JG24_08080 573.JG24_28405 118 133 0 202
573.JG24_08080 573.JG24_22415 240 108 0 293
573.JG24_08085 573.JG24_14900 268 0 0 268
573.JG24_08090 573.JG24_27145 0 0 282 282
573.JG24_08090 573.JG24_19695 283 0 283 463
573.JG24_08090 573.JG24_19690 0 0 397 396
573.JG24_08100 573.JG24_08140 177 0 0 177
573.JG24_08105 573.JG24_12540 101 0 158 210
573.JG24_08105 573.JG24_07320 78 446 0 467
573.JG24_08105 573.JG24_12200 101 0 158 210
573.JG24_08105 573.JG24_19605 101 0 158 210
573.JG24_08110 573.JG24_23380 177 0 0 177
573.JG24_08120 573.JG24_21250 0 0 173 173
573.JG24_08120 573.JG24_06255 214 0 80 245
573.JG24_08130 573.JG24_07320 78 446 0 467
573.JG24_08140 573.JG24_06600 291 0 265 456
573.JG24_08140 573.JG24_27840 152 0 0 151
573.JG24_08140 573.JG24_04705 228 0 0 227
573.JG24_08140 573.JG24_11505 152 0 0 151
573.JG24_08140 573.JG24_30430 153 0 0 152
573.JG24_08140 573.JG24_24890 177 0 0 177
573.JG24_08140 573.JG24_30160 177 0 0 177
573.JG24_08140 573.JG24_22735 997 0 652 998
573.JG24_08140 573.JG24_04505 223 0 0 223
573.JG24_08140 573.JG24_06330 152 0 0 151
573.JG24_08140 573.JG24_27915 133 0 648 681
573.JG24_08140 573.JG24_23480 193 0 0 193
573.JG24_08140 573.JG24_26800 247 0 0 246
573.JG24_08140 573.JG24_26385 291 0 265 456
573.JG24_08140 573.JG24_22725 291 0 265 456
573.JG24_08140 573.JG24_28055 247 0 0 246
573.JG24_08140 573.JG24_19015 291 0 265 456
573.JG24_08140 573.JG24_07505 177 0 0 177
573.JG24_08140 573.JG24_26095 0 0 474 474
573.JG24_08140 573.JG24_20175 939 0 0 939
573.JG24_08140 573.JG24_18680 0 0 206 206
573.JG24_08140 573.JG24_00795 280 0 0 280
573.JG24_08140 573.JG24_26395 0 0 648 648
573.JG24_08140 573.JG24_29480 247 0 0 246
573.JG24_08140 573.JG24_23400 177 0 0 177
573.JG24_08140 573.JG24_10230 266 0 138 340
573.JG24_08140 573.JG24_24285 152 0 0 151
573.JG24_08140 573.JG24_21345 157 0 0 156
573.JG24_08140 573.JG24_27960 132 0 560 601
573.JG24_08140 573.JG24_08100 177 0 0 177
573.JG24_08140 573.JG24_09940 152 0 0 151
