protein1 protein2 experimental database textmining combined_score
1280.SAXN108_0227 1280.SAXN108_1491 180 0 0 179
1280.SAXN108_0227 1280.SAXN108_2871 174 0 0 173
1280.SAXN108_0227 1280.SAXN108_2022 161 101 0 213
1280.SAXN108_0227 1280.SAXN108_0841 242 0 0 241
1280.SAXN108_0227 1280.SAXN108_2753 88 226 0 263
1280.SAXN108_0227 1280.SAXN108_0252 161 0 0 161
1280.SAXN108_0227 1280.SAXN108_2882 161 101 0 213
1280.SAXN108_0229 1280.SAXN108_2135 161 0 0 161
1280.SAXN108_0229 1280.SAXN108_1351 193 0 0 193
1280.SAXN108_0229 1280.SAXN108_1534 209 0 0 209
1280.SAXN108_0229 1280.SAXN108_0195 182 232 0 344
1280.SAXN108_0229 1280.SAXN108_0671 184 0 0 183
1280.SAXN108_0229 1280.SAXN108_2367 161 158 0 263
1280.SAXN108_0229 1280.SAXN108_1816 139 153 0 239
1280.SAXN108_0229 1280.SAXN108_2726 71 294 0 316
1280.SAXN108_0229 1280.SAXN108_2882 161 158 0 263
1280.SAXN108_0229 1280.SAXN108_0252 161 0 0 161
1280.SAXN108_0229 1280.SAXN108_2753 88 226 0 263
1280.SAXN108_0229 1280.SAXN108_0841 242 0 0 241
1280.SAXN108_0229 1280.SAXN108_2022 161 158 0 263
1280.SAXN108_0229 1280.SAXN108_2871 174 0 0 173
1280.SAXN108_0229 1280.SAXN108_0113 71 364 0 383
1280.SAXN108_0229 1280.SAXN108_1491 180 0 0 179
1280.SAXN108_0229 1280.SAXN108_1532 161 0 0 161
1280.SAXN108_0229 1280.SAXN108_0771 139 153 0 239
1280.SAXN108_0229 1280.SAXN108_0153 161 158 0 263
1280.SAXN108_0229 1280.SAXN108_0219 174 0 0 173
1280.SAXN108_0229 1280.SAXN108_2557 139 234 0 312
1280.SAXN108_0229 1280.SAXN108_2023 161 158 0 263
1280.SAXN108_0229 1280.SAXN108_1545 180 0 0 179
1280.SAXN108_0229 1280.SAXN108_2453 139 153 0 239
1280.SAXN108_0229 1280.SAXN108_2873 185 0 0 185
1280.SAXN108_0229 1280.SAXN108_2127 181 0 0 181
1280.SAXN108_0229 1280.SAXN108_2805 161 158 0 263
1280.SAXN108_0229 1280.SAXN108_0134 161 384 0 461
1280.SAXN108_0229 1280.SAXN108_1231 71 163 0 189
1280.SAXN108_0229 1280.SAXN108_2723 184 0 0 183
1280.SAXN108_0229 1280.SAXN108_1490 180 0 0 179
1280.SAXN108_0229 1280.SAXN108_0963 183 0 0 183
1280.SAXN108_0229 1280.SAXN108_1359 177 0 0 177
1280.SAXN108_0229 1280.SAXN108_1765 181 0 0 181
1280.SAXN108_0229 1280.SAXN108_1702 163 0 0 163
1280.SAXN108_0229 1280.SAXN108_1811 288 0 0 288
1280.SAXN108_0230 1280.SAXN108_1770 262 0 0 262
1280.SAXN108_0230 1280.SAXN108_0236 0 0 249 248
1280.SAXN108_0230 1280.SAXN108_0231 0 0 211 211
1280.SAXN108_0230 1280.SAXN108_1702 182 0 0 181
1280.SAXN108_0230 1280.SAXN108_0546 0 0 238 237
1280.SAXN108_0230 1280.SAXN108_1789 179 0 0 179
1280.SAXN108_0231 1280.SAXN108_0671 184 0 0 183
1280.SAXN108_0231 1280.SAXN108_0195 182 232 0 344
1280.SAXN108_0231 1280.SAXN108_1351 193 0 0 193
1280.SAXN108_0231 1280.SAXN108_1534 209 0 0 209
1280.SAXN108_0231 1280.SAXN108_0230 0 0 211 211
1280.SAXN108_0231 1280.SAXN108_2135 161 0 0 161
1280.SAXN108_0231 1280.SAXN108_2022 161 101 0 213
1280.SAXN108_0231 1280.SAXN108_2871 174 0 0 173
1280.SAXN108_0231 1280.SAXN108_1491 180 0 0 179
1280.SAXN108_0231 1280.SAXN108_2882 161 101 0 213
1280.SAXN108_0231 1280.SAXN108_0252 161 0 0 161
1280.SAXN108_0231 1280.SAXN108_0841 242 0 0 241
1280.SAXN108_0231 1280.SAXN108_2753 88 226 0 263
1280.SAXN108_0231 1280.SAXN108_2367 161 101 0 213
1280.SAXN108_0231 1280.SAXN108_1816 139 153 0 239
1280.SAXN108_0231 1280.SAXN108_0235 0 0 211 211
1280.SAXN108_0231 1280.SAXN108_2805 161 101 0 213
1280.SAXN108_0231 1280.SAXN108_2127 181 0 0 181
1280.SAXN108_0231 1280.SAXN108_2453 139 153 0 239
1280.SAXN108_0231 1280.SAXN108_2873 185 0 0 185
1280.SAXN108_0231 1280.SAXN108_1545 180 0 0 179
1280.SAXN108_0231 1280.SAXN108_1532 161 0 0 161
1280.SAXN108_0231 1280.SAXN108_0153 161 101 0 213
1280.SAXN108_0231 1280.SAXN108_0219 174 0 0 173
1280.SAXN108_0231 1280.SAXN108_2557 139 234 0 312
1280.SAXN108_0231 1280.SAXN108_0771 139 153 0 239
1280.SAXN108_0231 1280.SAXN108_2023 161 101 0 213
1280.SAXN108_0231 1280.SAXN108_1765 161 0 0 161
1280.SAXN108_0231 1280.SAXN108_1811 288 0 0 288
1280.SAXN108_0231 1280.SAXN108_1702 163 0 0 163
1280.SAXN108_0231 1280.SAXN108_0963 183 0 0 183
1280.SAXN108_0231 1280.SAXN108_1359 177 0 0 177
1280.SAXN108_0231 1280.SAXN108_2723 184 0 0 183
1280.SAXN108_0231 1280.SAXN108_1490 180 0 0 179
1280.SAXN108_0231 1280.SAXN108_0134 161 384 0 461
1280.SAXN108_0232 1280.SAXN108_1180 156 0 0 155
1280.SAXN108_0232 1280.SAXN108_1676 173 0 0 173
1280.SAXN108_0232 1280.SAXN108_0814 173 0 0 173
1280.SAXN108_0232 1280.SAXN108_0702 173 0 0 173
1280.SAXN108_0232 1280.SAXN108_1901 156 0 0 155
1280.SAXN108_0232 1280.SAXN108_0703 173 0 0 173
1280.SAXN108_0232 1280.SAXN108_0234 172 0 0 171
1280.SAXN108_0232 1280.SAXN108_1675 162 0 0 161
1280.SAXN108_0234 1280.SAXN108_1901 156 0 0 155
1280.SAXN108_0234 1280.SAXN108_0237 172 0 0 171
1280.SAXN108_0234 1280.SAXN108_0814 182 0 0 181
1280.SAXN108_0234 1280.SAXN108_0232 172 0 0 171
1280.SAXN108_0234 1280.SAXN108_0702 182 0 0 181
1280.SAXN108_0234 1280.SAXN108_0703 182 0 0 181
1280.SAXN108_0234 1280.SAXN108_1675 162 0 0 161
1280.SAXN108_0234 1280.SAXN108_1180 156 0 0 155
1280.SAXN108_0234 1280.SAXN108_0707 181 0 0 181
1280.SAXN108_0234 1280.SAXN108_1676 182 0 0 181
1280.SAXN108_0235 1280.SAXN108_0231 0 0 211 211
1280.SAXN108_0235 1280.SAXN108_1789 179 0 0 179
1280.SAXN108_0235 1280.SAXN108_1702 182 0 0 181
1280.SAXN108_0235 1280.SAXN108_0546 0 0 238 237
1280.SAXN108_0235 1280.SAXN108_0236 0 0 211 211
1280.SAXN108_0235 1280.SAXN108_1770 262 0 0 262
1280.SAXN108_0236 1280.SAXN108_2127 181 0 0 181
1280.SAXN108_0236 1280.SAXN108_2805 161 101 0 213
1280.SAXN108_0236 1280.SAXN108_2453 139 153 0 239
1280.SAXN108_0236 1280.SAXN108_2873 185 0 0 185
1280.SAXN108_0236 1280.SAXN108_1545 180 0 0 179
1280.SAXN108_0236 1280.SAXN108_0219 174 0 0 173
1280.SAXN108_0236 1280.SAXN108_0771 139 153 0 239
1280.SAXN108_0236 1280.SAXN108_0153 161 101 0 213
1280.SAXN108_0236 1280.SAXN108_2557 139 234 0 312
1280.SAXN108_0236 1280.SAXN108_2023 161 101 0 213
1280.SAXN108_0236 1280.SAXN108_1532 161 0 0 161
1280.SAXN108_0236 1280.SAXN108_1765 161 0 0 161
1280.SAXN108_0236 1280.SAXN108_1702 163 0 0 163
1280.SAXN108_0236 1280.SAXN108_1811 288 0 0 288
1280.SAXN108_0236 1280.SAXN108_1359 177 0 0 177
1280.SAXN108_0236 1280.SAXN108_0963 183 0 0 183
1280.SAXN108_0236 1280.SAXN108_1490 180 0 0 179
1280.SAXN108_0236 1280.SAXN108_2723 184 0 0 183
1280.SAXN108_0236 1280.SAXN108_0134 161 384 0 461
1280.SAXN108_0236 1280.SAXN108_0671 184 0 0 183
1280.SAXN108_0236 1280.SAXN108_0195 182 232 0 344
1280.SAXN108_0236 1280.SAXN108_1534 209 0 0 209
1280.SAXN108_0236 1280.SAXN108_1351 193 0 0 193
1280.SAXN108_0236 1280.SAXN108_2135 161 0 0 161
1280.SAXN108_0236 1280.SAXN108_0230 0 0 249 248
1280.SAXN108_0236 1280.SAXN108_1491 180 0 0 179
1280.SAXN108_0236 1280.SAXN108_2022 161 101 0 213
1280.SAXN108_0236 1280.SAXN108_2871 174 0 0 173
1280.SAXN108_0236 1280.SAXN108_2753 88 226 0 263
1280.SAXN108_0236 1280.SAXN108_0841 242 0 0 241
1280.SAXN108_0236 1280.SAXN108_2882 161 101 0 213
1280.SAXN108_0236 1280.SAXN108_0252 161 0 0 161
1280.SAXN108_0236 1280.SAXN108_2367 161 101 0 213
1280.SAXN108_0236 1280.SAXN108_1816 139 153 0 239
1280.SAXN108_0236 1280.SAXN108_0235 0 0 211 211
1280.SAXN108_0237 1280.SAXN108_1180 156 0 0 155
1280.SAXN108_0237 1280.SAXN108_1676 173 0 0 173
1280.SAXN108_0237 1280.SAXN108_1901 156 0 0 155
1280.SAXN108_0237 1280.SAXN108_0702 173 0 0 173
1280.SAXN108_0237 1280.SAXN108_0814 173 0 0 173
1280.SAXN108_0237 1280.SAXN108_1675 162 0 0 161
1280.SAXN108_0237 1280.SAXN108_0234 172 0 0 171
1280.SAXN108_0237 1280.SAXN108_0703 173 0 0 173
1280.SAXN108_0238 1280.SAXN108_0147 0 0 163 163
1280.SAXN108_0238 1280.SAXN108_0115 0 0 163 163
1280.SAXN108_0238 1280.SAXN108_2955 0 234 161 329
1280.SAXN108_0238 1280.SAXN108_0617 344 53 0 352
1280.SAXN108_0238 1280.SAXN108_1190 172 0 0 171
1280.SAXN108_0238 1280.SAXN108_0813 0 0 160 159
1280.SAXN108_0238 1280.SAXN108_0619 344 53 0 352
1280.SAXN108_0238 1280.SAXN108_2940 0 234 161 329
1280.SAXN108_0238 1280.SAXN108_2407 152 0 0 151
1280.SAXN108_0238 1280.SAXN108_2294 152 0 0 151
1280.SAXN108_0238 1280.SAXN108_1050 344 0 0 343
1280.SAXN108_0238 1280.SAXN108_1912 344 0 0 343
1280.SAXN108_0238 1280.SAXN108_0856 344 225 0 469
1280.SAXN108_0238 1280.SAXN108_1467 172 0 0 171
1280.SAXN108_0238 1280.SAXN108_2418 0 280 120 339
1280.SAXN108_0238 1280.SAXN108_2744 344 0 0 343
1280.SAXN108_0240 1280.SAXN108_2558 0 0 500 499
1280.SAXN108_0240 1280.SAXN108_2615 179 0 174 292
1280.SAXN108_0240 1280.SAXN108_2132 179 0 174 292
1280.SAXN108_0240 1280.SAXN108_0241 179 0 530 597
1280.SAXN108_0241 1280.SAXN108_2131 0 0 186 186
1280.SAXN108_0241 1280.SAXN108_2614 0 0 224 224
1280.SAXN108_0241 1280.SAXN108_0240 179 0 530 597
1280.SAXN108_0241 1280.SAXN108_2558 0 0 403 403
1280.SAXN108_0246 1280.SAXN108_0175 641 0 476 803
1280.SAXN108_0246 1280.SAXN108_2922 296 0 45 298
1280.SAXN108_0246 1280.SAXN108_2642 164 0 67 186
1280.SAXN108_0246 1280.SAXN108_1305 308 0 399 566
1280.SAXN108_0246 1280.SAXN108_0189 230 0 182 343
1280.SAXN108_0246 1280.SAXN108_0808 159 0 0 158
1280.SAXN108_0246 1280.SAXN108_0254 164 0 67 186
1280.SAXN108_0246 1280.SAXN108_2571 404 0 238 526
1280.SAXN108_0246 1280.SAXN108_0524 404 0 238 526
1280.SAXN108_0246 1280.SAXN108_0381 193 0 482 564
1280.SAXN108_0246 1280.SAXN108_1220 154 0 0 153
1280.SAXN108_0246 1280.SAXN108_2401 193 0 482 564
1280.SAXN108_0246 1280.SAXN108_0192 263 0 0 263
1280.SAXN108_0246 1280.SAXN108_0191 308 0 0 307
1280.SAXN108_0246 1280.SAXN108_2135 0 0 181 181
1280.SAXN108_0246 1280.SAXN108_1754 404 0 238 526
1280.SAXN108_0246 1280.SAXN108_1532 0 0 181 181
1280.SAXN108_0246 1280.SAXN108_1570 247 374 202 590
1280.SAXN108_0246 1280.SAXN108_1140 159 0 0 158
1280.SAXN108_0246 1280.SAXN108_1079 292 0 302 484
1280.SAXN108_0246 1280.SAXN108_0178 404 0 238 526
1280.SAXN108_0246 1280.SAXN108_2911 193 0 482 564
1280.SAXN108_0246 1280.SAXN108_2526 230 0 182 343
1280.SAXN108_0246 1280.SAXN108_0221 404 0 238 526
1280.SAXN108_0246 1280.SAXN108_1374 193 0 181 310
1280.SAXN108_0246 1280.SAXN108_0223 193 0 482 564
1280.SAXN108_0246 1280.SAXN108_1765 0 0 181 181
1280.SAXN108_0246 1280.SAXN108_0252 0 0 181 181
1280.SAXN108_0246 1280.SAXN108_2753 0 0 200 200
1280.SAXN108_0246 1280.SAXN108_1080 230 0 0 229
1280.SAXN108_0246 1280.SAXN108_2633 404 0 238 526
1280.SAXN108_0246 1280.SAXN108_1096 230 0 182 343
1280.SAXN108_0246 1280.SAXN108_2787 641 0 476 803
1280.SAXN108_0246 1280.SAXN108_2335 167 0 0 167
1280.SAXN108_0246 1280.SAXN108_0300 247 374 202 590
1280.SAXN108_0246 1280.SAXN108_1443 210 0 69 233
1280.SAXN108_0246 1280.SAXN108_0049 247 374 401 692
1280.SAXN108_0247 1280.SAXN108_0511 187 0 0 187
1280.SAXN108_0247 1280.SAXN108_2278 0 280 118 337
1280.SAXN108_0247 1280.SAXN108_0408 187 0 0 187
1280.SAXN108_0247 1280.SAXN108_2443 0 844 408 903
1280.SAXN108_0247 1280.SAXN108_0300 120 337 0 391
1280.SAXN108_0247 1280.SAXN108_0049 120 168 0 236
1280.SAXN108_0247 1280.SAXN108_1570 120 818 0 832
1280.SAXN108_0247 1280.SAXN108_0409 187 0 0 187
1280.SAXN108_0247 1280.SAXN108_1220 128 164 0 239
1280.SAXN108_0248 1280.SAXN108_2390 76 176 0 206
1280.SAXN108_0248 1280.SAXN108_0725 166 0 0 165
1280.SAXN108_0248 1280.SAXN108_0140 166 0 0 165
1280.SAXN108_0248 1280.SAXN108_0798 158 0 0 157
1280.SAXN108_0248 1280.SAXN108_0043 177 0 0 177
1280.SAXN108_0248 1280.SAXN108_2825 76 176 0 206
1280.SAXN108_0248 1280.SAXN108_2796 177 0 0 177
1280.SAXN108_0248 1280.SAXN108_0611 64 179 0 198
1280.SAXN108_0248 1280.SAXN108_2149 158 0 0 157
1280.SAXN108_0248 1280.SAXN108_1232 65 197 0 217
1280.SAXN108_0248 1280.SAXN108_2482 151 0 0 150
1280.SAXN108_0248 1280.SAXN108_2982 227 0 0 226
1280.SAXN108_0248 1280.SAXN108_0861 227 0 0 226
1280.SAXN108_0248 1280.SAXN108_1873 165 0 0 165
1280.SAXN108_0248 1280.SAXN108_1216 178 0 0 177
1280.SAXN108_0248 1280.SAXN108_1606 237 0 0 237
1280.SAXN108_0248 1280.SAXN108_0669 165 0 0 165
1280.SAXN108_0248 1280.SAXN108_2326 244 170 0 345
1280.SAXN108_0248 1280.SAXN108_2372 176 0 0 175
1280.SAXN108_0248 1280.SAXN108_1974 176 0 0 175
1280.SAXN108_0248 1280.SAXN108_2860 177 0 0 177
1280.SAXN108_0248 1280.SAXN108_0114 166 0 0 165
1280.SAXN108_0248 1280.SAXN108_1779 173 0 0 173
1280.SAXN108_0248 1280.SAXN108_0612 64 179 0 198
1280.SAXN108_0248 1280.SAXN108_2150 158 0 0 157
1280.SAXN108_0248 1280.SAXN108_0607 166 0 0 165
1280.SAXN108_0248 1280.SAXN108_1646 175 0 0 175
1280.SAXN108_0248 1280.SAXN108_1789 194 0 0 194
1280.SAXN108_0248 1280.SAXN108_1801 165 0 0 165
1280.SAXN108_0248 1280.SAXN108_1290 160 0 0 159
1280.SAXN108_0248 1280.SAXN108_2534 164 172 0 278
1280.SAXN108_0248 1280.SAXN108_1727 182 0 0 181
1280.SAXN108_0248 1280.SAXN108_0148 166 0 0 165
1280.SAXN108_0248 1280.SAXN108_0134 178 0 0 177
1280.SAXN108_0248 1280.SAXN108_2809 154 0 0 153
1280.SAXN108_0248 1280.SAXN108_0208 164 0 0 163
1280.SAXN108_0248 1280.SAXN108_0160 164 172 0 278
1280.SAXN108_0248 1280.SAXN108_2325 244 170 0 345
1280.SAXN108_0248 1280.SAXN108_0377 166 0 0 165
1280.SAXN108_0248 1280.SAXN108_2362 132 0 95 180
1280.SAXN108_0248 1280.SAXN108_0613 64 179 0 198
1280.SAXN108_0248 1280.SAXN108_1362 165 0 0 165
1280.SAXN108_0248 1280.SAXN108_2813 231 238 0 388
1280.SAXN108_0248 1280.SAXN108_0475 76 176 0 206
1280.SAXN108_0248 1280.SAXN108_2697 166 0 0 165
1280.SAXN108_0248 1280.SAXN108_2483 279 0 69 300
1280.SAXN108_0248 1280.SAXN108_1607 151 0 0 150
1280.SAXN108_0248 1280.SAXN108_0209 164 172 0 278
1280.SAXN108_0248 1280.SAXN108_1764 70 237 0 260
1280.SAXN108_0248 1280.SAXN108_1419 227 0 0 226
1280.SAXN108_0248 1280.SAXN108_0929 65 197 0 217
1280.SAXN108_0248 1280.SAXN108_1580 244 170 0 345
1280.SAXN108_0248 1280.SAXN108_2474 153 0 0 152
1280.SAXN108_0249 1280.SAXN108_0844 246 0 0 245
1280.SAXN108_0249 1280.SAXN108_1222 162 255 0 348
1280.SAXN108_0249 1280.SAXN108_2111 178 0 0 177
1280.SAXN108_0249 1280.SAXN108_0552 228 419 0 532
1280.SAXN108_0249 1280.SAXN108_0431 210 0 0 210
1280.SAXN108_0249 1280.SAXN108_1586 0 0 156 155
1280.SAXN108_0249 1280.SAXN108_1381 160 0 0 159
1280.SAXN108_0249 1280.SAXN108_1816 175 0 0 175
1280.SAXN108_0249 1280.SAXN108_1824 72 255 0 279
1280.SAXN108_0249 1280.SAXN108_0577 168 0 0 167
1280.SAXN108_0249 1280.SAXN108_2726 153 110 0 213
1280.SAXN108_0249 1280.SAXN108_2577 153 110 0 213
1280.SAXN108_0249 1280.SAXN108_1867 226 0 0 225
1280.SAXN108_0249 1280.SAXN108_0937 226 0 0 225
1280.SAXN108_0249 1280.SAXN108_0783 210 0 0 210
1280.SAXN108_0249 1280.SAXN108_2871 227 0 0 226
1280.SAXN108_0249 1280.SAXN108_0843 218 0 0 218
1280.SAXN108_0249 1280.SAXN108_0113 153 110 0 213
1280.SAXN108_0249 1280.SAXN108_1284 153 110 0 213
1280.SAXN108_0249 1280.SAXN108_2479 170 255 95 391
1280.SAXN108_0249 1280.SAXN108_0219 227 0 0 226
1280.SAXN108_0249 1280.SAXN108_0771 175 0 0 175
1280.SAXN108_0249 1280.SAXN108_2418 194 0 0 194
1280.SAXN108_0249 1280.SAXN108_2828 153 110 0 213
1280.SAXN108_0249 1280.SAXN108_1818 170 0 0 169
1280.SAXN108_0249 1280.SAXN108_0608 210 0 0 210
1280.SAXN108_0249 1280.SAXN108_1782 178 0 0 177
1280.SAXN108_0249 1280.SAXN108_2453 175 0 0 175
1280.SAXN108_0249 1280.SAXN108_2837 120 94 0 168
1280.SAXN108_0249 1280.SAXN108_1040 151 0 0 150
1280.SAXN108_0249 1280.SAXN108_2127 210 0 0 210
1280.SAXN108_0249 1280.SAXN108_0134 299 0 0 299
1280.SAXN108_0249 1280.SAXN108_1231 153 110 0 213
1280.SAXN108_0249 1280.SAXN108_2196 158 0 0 157
1280.SAXN108_0249 1280.SAXN108_0963 226 0 0 225
1280.SAXN108_0249 1280.SAXN108_1781 210 0 0 210
1280.SAXN108_0249 1280.SAXN108_1359 179 757 0 791
1280.SAXN108_0249 1280.SAXN108_0019 255 0 0 254
1280.SAXN108_0252 1280.SAXN108_2798 161 0 0 161
1280.SAXN108_0252 1280.SAXN108_0787 157 0 0 156
1280.SAXN108_0252 1280.SAXN108_0969 161 0 0 161
1280.SAXN108_0252 1280.SAXN108_1580 157 0 0 156
1280.SAXN108_0252 1280.SAXN108_0756 164 0 0 163
1280.SAXN108_0252 1280.SAXN108_2474 170 0 80 203
1280.SAXN108_0252 1280.SAXN108_0227 161 0 0 161
1280.SAXN108_0252 1280.SAXN108_2828 169 0 0 169
1280.SAXN108_0252 1280.SAXN108_1709 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_0592 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_1267 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_2920 166 0 0 165
1280.SAXN108_0252 1280.SAXN108_1140 166 0 0 165
1280.SAXN108_0252 1280.SAXN108_0512 166 0 0 165
1280.SAXN108_0252 1280.SAXN108_1273 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_2024 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_1702 216 0 0 216
1280.SAXN108_0252 1280.SAXN108_2020 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_0136 153 0 0 152
1280.SAXN108_0252 1280.SAXN108_2358 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_2475 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_1047 164 0 0 163
1280.SAXN108_0252 1280.SAXN108_2714 166 0 60 182
1280.SAXN108_0252 1280.SAXN108_0406 164 0 0 163
1280.SAXN108_0252 1280.SAXN108_2399 166 0 0 165
1280.SAXN108_0252 1280.SAXN108_0175 0 0 181 181
1280.SAXN108_0252 1280.SAXN108_2473 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_2989 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_1658 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_0844 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_0430 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_0819 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_1720 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_0565 161 0 0 161
1280.SAXN108_0252 1280.SAXN108_1093 164 0 0 163
1280.SAXN108_0252 1280.SAXN108_1575 161 0 0 161
1280.SAXN108_0252 1280.SAXN108_2500 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_0563 166 0 0 165
1280.SAXN108_0252 1280.SAXN108_1024 161 0 0 161
1280.SAXN108_0252 1280.SAXN108_2398 166 0 0 165
1280.SAXN108_0252 1280.SAXN108_0673 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_0594 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_1089 157 0 0 156
1280.SAXN108_0252 1280.SAXN108_0236 161 0 0 161
1280.SAXN108_0252 1280.SAXN108_1399 166 0 0 165
1280.SAXN108_0252 1280.SAXN108_1550 166 0 0 165
1280.SAXN108_0252 1280.SAXN108_2367 156 0 0 155
1280.SAXN108_0252 1280.SAXN108_1586 213 0 0 213
1280.SAXN108_0252 1280.SAXN108_2304 166 0 0 165
1280.SAXN108_0252 1280.SAXN108_1354 166 0 0 165
1280.SAXN108_0252 1280.SAXN108_1459 166 0 0 165
1280.SAXN108_0252 1280.SAXN108_2008 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_1248 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_1553 166 0 0 165
1280.SAXN108_0252 1280.SAXN108_0007 164 0 0 163
1280.SAXN108_0252 1280.SAXN108_2811 164 0 0 163
1280.SAXN108_0252 1280.SAXN108_0622 166 0 0 165
1280.SAXN108_0252 1280.SAXN108_1999 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_2739 161 164 0 268
1280.SAXN108_0252 1280.SAXN108_2325 157 0 0 156
1280.SAXN108_0252 1280.SAXN108_1477 166 0 0 165
1280.SAXN108_0252 1280.SAXN108_0409 164 0 0 163
1280.SAXN108_0252 1280.SAXN108_1467 161 0 0 161
1280.SAXN108_0252 1280.SAXN108_1060 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_1870 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_0102 161 0 0 161
1280.SAXN108_0252 1280.SAXN108_1541 157 0 0 156
1280.SAXN108_0252 1280.SAXN108_1671 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_0510 161 0 0 161
1280.SAXN108_0252 1280.SAXN108_0573 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_1772 157 0 0 156
1280.SAXN108_0252 1280.SAXN108_0597 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_2449 151 0 0 150
1280.SAXN108_0252 1280.SAXN108_1346 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_1589 160 0 0 159
1280.SAXN108_0252 1280.SAXN108_1811 209 0 0 209
1280.SAXN108_0252 1280.SAXN108_1061 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_0119 161 0 0 161
1280.SAXN108_0252 1280.SAXN108_0439 211 0 0 211
1280.SAXN108_0252 1280.SAXN108_1727 178 0 0 177
1280.SAXN108_0252 1280.SAXN108_0997 166 0 0 165
1280.SAXN108_0252 1280.SAXN108_1410 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_0134 156 0 0 155
1280.SAXN108_0252 1280.SAXN108_1231 169 0 0 169
1280.SAXN108_0252 1280.SAXN108_0572 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_2681 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_1372 164 0 0 163
1280.SAXN108_0252 1280.SAXN108_0840 166 0 0 165
1280.SAXN108_0252 1280.SAXN108_0101 161 0 0 161
1280.SAXN108_0252 1280.SAXN108_1528 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_0552 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_1063 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_2306 166 0 0 165
1280.SAXN108_0252 1280.SAXN108_0953 164 0 0 163
1280.SAXN108_0252 1280.SAXN108_1880 177 0 0 177
1280.SAXN108_0252 1280.SAXN108_1270 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_1314 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_1238 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_0792 166 0 0 165
1280.SAXN108_0252 1280.SAXN108_0827 0 0 161 161
1280.SAXN108_0252 1280.SAXN108_0956 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_2365 166 0 0 165
1280.SAXN108_0252 1280.SAXN108_2296 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_1230 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_1290 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_1067 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_0549 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_0440 246 0 0 245
1280.SAXN108_0252 1280.SAXN108_2370 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_1748 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_1080 170 0 153 266
1280.SAXN108_0252 1280.SAXN108_0213 166 0 0 165
1280.SAXN108_0252 1280.SAXN108_2753 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_1408 153 0 0 152
1280.SAXN108_0252 1280.SAXN108_1476 166 0 0 165
1280.SAXN108_0252 1280.SAXN108_2493 178 0 0 177
1280.SAXN108_0252 1280.SAXN108_2726 169 0 0 169
1280.SAXN108_0252 1280.SAXN108_2882 156 0 0 155
1280.SAXN108_0252 1280.SAXN108_0541 227 0 0 226
1280.SAXN108_0252 1280.SAXN108_1816 164 0 0 163
1280.SAXN108_0252 1280.SAXN108_2339 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_1789 170 0 0 169
1280.SAXN108_0252 1280.SAXN108_0246 0 0 181 181
1280.SAXN108_0252 1280.SAXN108_0231 161 0 0 161
